"PURCHASEID","COMPONENTID","PRICEPAID","QUANTITY","QUANTITYRECEIVED"
8672,1810020,32.3,3,3
8672,1815000,16.86,58,58
8673,1231000,95.09,232,232
8673,1231100,61.22,61,61
8674,1308000,24.22,50,50
8674,722000,57.59,26,26
8674,722100,30.17,24,24
8674,817100,134.68,26,26
8674,817200,73.15,23,23
8674,1115100,48.05,24,24
8674,512200,103.71,23,23
8674,1513000,145.86,26,26
8674,1513100,84.37,24,24
8674,1606000,260.09,48,48
8674,1717000,347.09,23,23
8674,1115000,82.12,26,26
8674,616000,153.13,26,26
8674,512000,160.12,26,26
8674,409500,147.96,24,24
8674,409000,207.38,26,26
8674,312400,83.93,24,24
8674,312000,157.07,25,25
8674,211500,34.24,24,24
8674,211000,54.09,26,26
8674,114500,35.74,24,24
8674,114000,42.53,26,26
8674,616200,89.17,24,24
8675,1824300,27.27,108,108
8675,1824100,37.27,39,39
8676,1824010,23.33,98,98
8676,1824000,36.36,51,51
8677,513800,88.1,62,62
8678,410,398.43,10,10
8679,115000,88.09,19,19
8679,115500,102.18,83,83
8680,116000,35.39,71,71
8680,116500,35.86,73,73
8681,721000,141.29,62,62
8682,614000,182.05,61,61
8683,1426310,325.69,94,94
8684,916000,46.48,19,19
8684,916500,45.31,29,29
8685,918100,323,26,26
8686,1308100,23.05,62,62
8686,314000,64.83,62,62
8686,428700,46.95,62,62
8687,1021200,60.27,20,20
8688,918200,82.5,22,22
8688,918400,58.13,115,115
8688,1021110,126.96,19,19
8688,1021210,102.43,136,136
8688,1115600,85.61,115,115
8688,1115700,82.92,22,22
8689,918500,75.16,23,23
8689,918510,77.52,20,20
8689,1021010,80.92,22,22
8689,1021020,82.33,72,72
8690,1426400,472.39,62,62
8691,1513200,89.21,134,134
8692,1717310,228.57,19,19
8692,1606310,165.67,19,19
8693,722500,20.67,84,84
8693,1303020,10.54,88,88
8693,1115500,52.24,12,12
8693,1113000,28.29,65,65
8693,818200,81.46,166,166
8693,818000,87.5,12,12
8693,1511000,87.64,13,13
8693,719000,21.79,35,35
8693,701020,27.95,41,41
8693,617300,57.71,22,22
8693,617200,94.67,57,57
8693,617000,239.32,26,26
8693,818100,33.66,65,65
8693,1510020,116.36,12,12
8693,1513400,123.38,26,26
8693,1603020,68.95,65,65
8693,1607100,100.99,27,27
8693,1607150,90.55,56,56
8693,1607180,84.56,22,22
8693,1703000,72.09,30,30
8693,1703020,67.88,35,35
8693,1718100,130.19,27,27
8693,1718150,121.66,57,57
8693,1718180,102.82,22,22
8693,616600,85.22,21,21
8693,410700,80.34,79,79
8693,1307000,11.7,95,95
8693,410000,217.56,13,13
8693,212300,26.32,30,30
8693,212600,36.19,14,14
8693,212800,20.95,22,22
8693,213000,52.06,88,88
8693,213200,19.29,57,57
8693,213400,15.58,23,23
8693,313000,62.54,12,12
8693,313200,50.81,30,30
8693,313300,52.28,15,15
8693,313400,40.24,21,21
8693,313600,73.3,27,27
8693,616500,97.14,15,15
8693,313900,32.58,23,23
8693,410200,160.73,44,44
8693,410400,140.22,21,21
8693,513000,141.2,12,12
8693,428000,102.26,26,26
8693,212000,34.06,12,12
8693,513200,76.05,44,44
8693,513300,52.8,21,21
8693,513400,86.12,26,26
8693,513500,57.03,57,57
8693,513600,53.38,23,23
8693,616300,182,12,12
8693,616400,98.66,30,30
8693,313800,44.6,57,57
8694,1426000,209.81,79,79
8695,1426100,245.63,26,26
8696,1815000,15.75,70,70
8696,1810020,31.46,49,49
8697,1231000,91.35,225,225
8697,1231100,63.13,68,68
8698,616000,156.97,25,25
8698,1717000,360.83,24,24
8698,1606000,248.99,50,50
8698,1513100,83.27,24,24
8698,1513000,142.14,25,25
8698,1308000,25.88,50,50
8698,1115100,49.11,25,25
8698,1115000,88.02,25,25
8698,817200,66.95,25,25
8698,817100,137.18,25,25
8698,722100,29.95,25,25
8698,616200,86.93,24,24
8698,512200,103.09,25,25
8698,512000,148.59,25,25
8698,409500,155.64,24,24
8698,409000,207.12,25,25
8698,312400,87.97,24,24
8698,312000,150.48,26,26
8698,211500,33.37,25,25
8698,211000,56.27,25,25
8698,114500,34.21,24,24
8698,114000,41.68,26,26
8698,722000,61.09,26,26
8699,1824100,36.19,24,24
8699,1824300,28.85,114,114
8700,1824000,34.49,51,51
8700,1824010,24.17,100,100
8701,513800,91.3,61,61
8702,340,292.23,2,2
8702,350,308.55,10,10
8702,410,379.8,14,14
8703,540,785.8,12,12
8704,115000,87.66,12,12
8704,115500,96.73,88,88
8705,116000,34.63,65,65
8705,116500,35.93,80,80
8706,721000,145.57,61,61
8707,614000,194.15,62,62
8708,1426310,317.26,104,104
8709,916500,46.09,30,30
8709,916000,43.96,22,22
8710,918100,315.72,25,25
8711,428700,49.11,62,62
8711,1308100,24.06,63,63
8711,314000,65.7,62,62
8712,1021200,65.55,22,22
8713,918200,85.5,26,26
8713,918400,53.58,119,119
8713,1021110,127.07,12,12
8713,1021210,107.19,144,144
8713,1115600,87.88,118,118
8713,1115700,85.51,26,26
8714,1021020,81.37,74,74
8714,918500,73.1,25,25
8714,918510,75.78,12,12
8714,1021010,76.28,15,15
8715,1426400,462.25,61,61
8716,1513200,82.12,140,140
8717,1606310,169.85,12,12
8717,1717310,245.23,12,12
8718,722500,19.41,74,74
8718,1307000,12.59,91,91
8718,1303020,11.1,80,80
8718,1115500,52.37,17,17
8718,1113000,29.33,51,51
8718,818200,79.41,149,149
8718,818000,88.04,17,17
8718,1513400,118.12,26,26
8718,719000,21.84,31,31
8718,701020,26.98,39,39
8718,617300,60.24,29,29
8718,617200,99.18,47,47
8718,818100,35.43,52,52
8718,1511000,85.59,52,52
8718,1603020,69,51,51
8718,1607100,107.51,26,26
8718,1607150,90.89,48,48
8718,1607180,80.8,29,29
8718,1703000,73.39,21,21
8718,1703020,69.64,30,30
8718,1718100,131.21,26,26
8718,1718150,114.94,47,47
8718,1718180,108.86,29,29
8718,616500,102.46,15,15
8718,616600,85.65,15,15
8718,1510020,107.91,17,17
8718,313900,31.98,29,29
8718,212300,27.13,22,22
8718,212600,35.55,16,16
8718,212800,21.47,16,16
8718,213000,55.13,73,73
8718,213200,19.95,49,49
8718,213400,16.01,29,29
8718,313000,61.44,17,17
8718,313200,52.35,21,21
8718,313300,55.92,15,15
8718,313400,38.98,16,16
8718,617000,233.19,26,26
8718,313800,45.88,47,47
8718,410000,214.04,17,17
8718,513400,85.39,26,26
8718,212000,33.58,18,18
8718,616300,170.86,18,18
8718,616400,102.04,21,21
8718,313600,71.96,26,26
8718,513500,57.85,47,47
8718,410200,151.54,36,36
8718,513300,53.56,16,16
8718,513200,72.41,36,36
8718,513000,143.84,17,17
8718,428000,100.37,26,26
8718,410700,77.14,76,76
8718,410400,137.95,15,15
8718,513600,54.91,28,28
8719,1426000,215.61,66,66
8720,1426100,238.2,32,32
8721,1815000,16.37,61,61
8721,1810020,31.63,55,55
8722,1231100,64.26,70,70
8722,1231000,86.6,192,192
8723,722100,29.03,27,27
8723,1717000,349.75,27,27
8723,1606000,256.73,45,45
8723,1513100,86.55,27,27
8723,1513000,142.4,20,20
8723,1308000,25.58,47,47
8723,1115100,48.43,27,27
8723,1115000,86.31,20,20
8723,817100,137.17,20,20
8723,722000,58.69,19,19
8723,616200,87.78,27,27
8723,211000,57.43,20,20
8723,817200,70.82,27,27
8723,114500,34.4,27,27
8723,616000,156.88,19,19
8723,211500,34.3,27,27
8723,312000,155.06,19,19
8723,312400,81.49,27,27
8723,409000,198.4,19,19
8723,409500,155.53,27,27
8723,512000,154.01,19,19
8723,512200,97.27,26,26
8723,114000,42.45,19,19
8724,1824100,37.01,35,35
8724,1824300,27.8,95,95
8725,1824000,36.64,39,39
8725,1824010,23.62,92,92
8726,513800,90.31,47,47
8727,410,370.96,12,12
8727,350,308.18,11,11
8727,340,293.95,15,15
8727,320,310.61,7,7
8728,530,725.24,14,14
8728,540,791.34,18,18
8728,610,366.03,6,6
8729,115000,82.5,17,17
8729,115500,96.97,73,73
8730,116000,33.57,52,52
8730,116500,34.12,76,76
8731,721000,150.6,47,47
8732,614000,184.34,46,46
8733,1426310,322.71,102,102
8734,916000,47.66,15,15
8734,916500,44.93,21,21
8735,918100,318.6,19,19
8736,1308100,25.13,47,47
8736,314000,65.7,46,46
8736,428700,45.37,47,47
8737,1021200,59.88,28,28
8738,918200,86.64,26,26
8738,918400,55.05,94,94
8738,1021110,129.16,17,17
8738,1021210,110.02,120,120
8738,1115600,87.73,94,94
8738,1115700,87.7,26,26
8739,918500,77.39,26,26
8739,918510,76.33,17,17
8739,1021010,82.52,15,15
8739,1021020,77.61,63,63
8740,1426400,462.73,46,46
8741,1513200,85.44,122,122
8742,1717310,243.84,17,17
8742,1606310,170.06,18,18
8743,722500,19.52,86,86
8743,1303020,11.39,72,72
8743,1115500,52.83,23,23
8743,1113000,29.28,57,57
8743,818200,84.07,145,145
8743,818000,81.06,23,23
8743,313600,78.58,42,42
8743,719000,21.96,35,35
8743,701020,26.83,45,45
8743,617300,57.51,14,14
8743,617200,99.59,44,44
8743,617000,235.12,42,42
8743,818100,35.09,56,56
8743,1307000,11.45,108,108
8743,1510020,110.27,22,22
8743,1511000,86.03,56,56
8743,1513400,119.88,42,42
8743,1603020,67.15,57,57
8743,1607100,101.61,42,42
8743,1607150,88.3,43,43
8743,1607180,82.71,14,14
8743,1703000,72.91,22,22
8743,1703020,65,35,35
8743,1718100,123.81,41,41
8743,1718150,114.85,44,44
8743,616600,85.63,12,12
8743,1718180,104.21,14,14
8743,313800,47.54,44,44
8743,313900,33.23,14,14
8743,212000,34.76,22,22
8743,212300,27.75,22,22
8743,212600,35.84,23,23
8743,212800,21.38,11,11
8743,213000,55.25,88,88
8743,213200,19.45,44,44
8743,213400,15.7,14,14
8743,313000,59.11,23,23
8743,313200,50.29,22,22
8743,616500,98.53,23,23
8743,313400,40.25,11,11
8743,513300,52.66,11,11
8743,616400,96.46,22,22
8743,616300,167.57,22,22
8743,513600,55.5,15,15
8743,313300,57.58,23,23
8743,513400,84.58,42,42
8743,410000,207.13,22,22
8743,513200,76.23,46,46
8743,513000,148.02,23,23
8743,428000,104.91,42,42
8743,410700,81.46,57,57
8743,410400,142.15,11,11
8743,410200,151.77,45,45
8743,513500,55.19,44,44
8744,1426000,214.26,64,64
8745,1426100,260.53,45,45
8746,1815000,16.52,69,69
8746,1810020,30.94,55,55
8747,1605920,208.14,26,26
8747,1716000,231.56,27,27
8748,1231000,90.98,215,215
8748,1231100,62.03,50,50
8749,1513000,146.91,16,16
8749,722100,29.31,26,26
8749,817100,141.58,16,16
8749,817200,71.28,25,25
8749,1115000,82.75,16,16
8749,1308000,25.09,42,42
8749,616000,154.48,17,17
8749,1513100,87.59,25,25
8749,1606000,260.4,42,42
8749,1714000,288.99,5,5
8749,1717000,365.43,25,25
8749,1115100,49.39,25,25
8749,616200,85,25,25
8749,512200,100.88,26,26
8749,512000,148.98,17,17
8749,409500,154.52,25,25
8749,409000,209.99,17,17
8749,312400,88.25,25,25
8749,312000,153.49,16,16
8749,211500,34.4,25,25
8749,211000,56.82,16,16
8749,114500,35.53,26,26
8749,114000,41.98,17,17
8749,722000,59.28,17,17
8750,1824100,37.63,44,44
8750,1824300,29.37,88,88
8751,1824000,36.53,32,32
8751,1824010,22.89,83,83
8752,513800,90.12,46,46
8753,410,393.85,11,11
8753,220,260.87,7,7
8753,240,221.37,6,6
8753,320,289.64,22,22
8753,340,292.73,22,22
8753,350,309.7,7,7
8754,610,342.13,12,12
8754,530,765.02,16,16
8754,540,797.64,13,13
8755,115000,87.8,22,22
8755,115500,96.38,88,88
8756,116000,34.42,56,56
8756,116500,36.12,58,58
8757,721000,145.43,46,46
8758,614000,196.43,47,47
8759,1426310,313.94,98,98
8760,916000,47.54,11,11
8760,916500,47.4,22,22
8761,918100,334.03,16,16
8762,1308100,23.26,47,47
8762,314000,65.01,47,47
8762,428700,49.09,47,47
8763,1021200,62.56,15,15
8764,1115700,83.89,42,42
8764,918400,58.67,90,90
8764,1021110,128.93,22,22
8764,1021210,100.73,131,131
8764,1115600,80.85,90,90
8764,918200,84.65,42,42
8765,1021020,83.11,59,59
8765,1021010,80.21,23,23
8765,918510,77.62,22,22
8765,918500,75.52,26,26
8766,1426400,468.72,47,47
8767,1513200,84.39,104,104
8768,1606310,173.55,22,22
8768,1717310,241.32,23,23
8769,719000,22.32,28,28
8769,1115500,51.13,27,27
8769,1113000,28.96,61,61
8769,818200,83.91,102,102
8769,818100,34.93,61,61
8769,1303020,11.55,60,60
8769,722500,19.38,60,60
8769,1513400,121.3,20,20
8769,701020,28.09,59,59
8769,617200,99.12,39,39
8769,617000,238.02,20,20
8769,818000,82.02,27,27
8769,1307000,11.44,87,87
8769,1511000,90.15,61,61
8769,1603020,69.56,60,60
8769,1718150,112.58,39,39
8769,1607100,109.91,20,20
8769,213000,53.46,63,63
8769,1607150,92.86,40,40
8769,1703000,74.27,32,32
8769,1703020,69.78,28,28
8769,1718100,131.16,21,21
8769,616600,84.69,17,17
8769,1510020,110.22,28,28
8769,212300,26.69,33,33
8769,313000,59.78,27,27
8769,616500,98.51,11,11
8769,212000,36.69,28,28
8769,212600,37.3,12,12
8769,212800,21.63,17,17
8769,213200,19.36,39,39
8769,313200,49.33,33,33
8769,313300,53.36,12,12
8769,313400,40.73,17,17
8769,313600,76.62,20,20
8769,313800,46.61,40,40
8769,513300,54.23,17,17
8769,616300,182.61,27,27
8769,513500,56.05,40,40
8769,410000,211.19,27,27
8769,513400,88.39,20,20
8769,513200,71.83,43,43
8769,513000,139.39,27,27
8769,428000,104.99,20,20
8769,410700,74.93,40,40
8769,410400,136.58,18,18
8769,410200,162.51,44,44
8769,616400,100.07,33,33
8770,1426000,201.31,82,82
8771,1426100,252.82,39,39
8772,1815000,16.04,56,56
8772,1810020,30.51,20,20
8773,1605920,204.53,44,44
8773,1716000,246.83,43,43
8774,1231000,92.19,198,198
8774,1231100,64.66,43,43
8775,1513000,140.05,25,25
8775,722000,60.8,25,25
8775,616200,87.14,26,26
8775,817100,139.93,25,25
8775,817200,72.14,26,26
8775,1115000,87.25,25,25
8775,1308000,25.2,51,51
8775,1513100,85.34,26,26
8775,1606000,249.75,50,50
8775,1714000,280.03,25,25
8775,1717000,350.4,25,25
8775,1115100,49.9,26,26
8775,114500,35.34,26,26
8775,722100,30.05,25,25
8775,616000,149.7,25,25
8775,114000,42.9,25,25
8775,211000,56.25,26,26
8775,211500,36.38,26,26
8775,312000,157.94,26,26
8775,312400,82.45,26,26
8775,409000,208.09,25,25
8775,409500,159.79,26,26
8775,512000,151.14,25,25
8775,512200,98.72,25,25
8776,1824100,36.4,55,55
8776,1824300,26.73,79,79
8777,1824000,35.35,52,52
8777,1824010,24.31,102,102
8778,513800,92.47,44,44
8779,340,280.9,9,9
8779,350,314.48,17,17
8779,420,563.82,11,11
8779,240,238.69,15,15
8779,230,195.85,14,14
8779,220,257.11,10,10
8779,410,380.48,13,13
8779,320,314.43,17,17
8780,530,779.6,20,20
8780,540,835.74,22,22
8780,610,356.68,10,10
8781,115000,82.3,28,28
8781,115500,100.03,63,63
8782,116500,35.75,39,39
8782,116000,36.65,61,61
8783,721000,140.5,43,43
8784,614000,189.85,43,43
8785,1426310,304.86,60,60
8786,916000,44.18,17,17
8786,916500,44.43,33,33
8787,918100,311.37,26,26
8788,314000,68.11,43,43
8788,428700,46.08,43,43
8788,1308100,22.88,43,43
8789,918200,83.06,20,20
8789,1115600,88.04,82,82
8789,1115700,87.53,20,20
8789,1021210,108.53,103,103
8789,1021110,130.33,28,28
8789,918400,53.96,83,83
8790,918500,71.78,26,26
8790,918510,72.53,28,28
8790,1021010,82.75,11,11
8790,1021020,82.82,75,75
8791,1426400,449.3,43,43
8792,1513200,82.72,83,83
8793,1717310,240.99,27,27
8793,1606310,165.64,27,27
8794,1603020,68.57,79,79
8794,1113000,28.31,79,79
8794,617000,231.59,26,26
8794,617200,97.39,37,37
8794,701020,27.45,52,52
8794,719000,22.35,49,49
8794,722500,20.65,63,63
8794,818000,87.27,21,21
8794,818100,36.34,79,79
8794,818200,82.09,114,114
8794,616600,83.13,22,22
8794,1115500,52.04,22,22
8794,1303020,11.09,80,80
8794,1307000,12.53,84,84
8794,1510020,116.82,21,21
8794,616500,96.51,27,27
8794,1513400,121.72,26,26
8794,1703020,65.83,48,48
8794,1607100,101.45,26,26
8794,1607150,94.29,36,36
8794,1703000,67.97,30,30
8794,1718100,124.18,26,26
8794,1511000,86.59,78,78
8794,212600,34.52,26,26
8794,1718150,115,36,36
8794,616400,96.21,30,30
8794,212000,36.23,21,21
8794,212300,25.68,31,31
8794,212800,22.82,23,23
8794,213000,53.56,78,78
8794,213200,19.54,37,37
8794,313000,60.56,21,21
8794,313200,50.59,31,31
8794,313300,54.42,26,26
8794,313400,41.45,23,23
8794,313600,72.88,26,26
8794,513200,72.36,57,57
8794,513400,83.13,26,26
8794,513500,57.83,36,36
8794,313800,44.02,36,36
8794,616300,168.76,21,21
8794,513000,147.53,21,21
8794,428000,102.71,26,26
8794,410700,75.65,36,36
8794,410400,145.43,22,22
8794,410200,159.7,56,56
8794,410000,218.34,21,21
8794,513300,54.49,23,23
8795,1426000,210.69,74,74
8796,1426100,251.15,47,47
8797,1815000,15.68,97,97
8797,1810020,32.07,27,27
8798,1605920,218.18,51,51
8798,1716000,245.14,51,51
8799,1231000,93.67,212,212
8799,1231100,63.35,44,44
8800,1513000,133.12,21,21
8800,817100,141.55,22,22
8800,817200,72.85,22,22
8800,409000,198.61,21,21
8800,1115000,82.52,22,22
8800,722100,28.72,23,23
8800,1308000,24.29,44,44
8800,1513100,82.84,22,22
8800,1606000,258.29,43,43
8800,1714000,301.34,21,21
8800,1717000,339.15,22,22
8800,1115100,48.18,22,22
8800,114500,36.62,22,22
8800,512000,159.52,21,21
8800,722000,58.26,22,22
8800,114000,41.21,22,22
8800,211000,54.19,21,21
8800,211500,33.35,23,23
8800,312000,159.94,21,21
8800,312400,82.5,22,22
8800,409500,159.79,22,22
8800,512200,98,23,23
8800,616000,152.15,21,21
8800,616200,88.83,22,22
8801,1824100,39.47,43,43
8801,1824300,29.16,73,73
8802,1824000,36.17,42,42
8802,1824010,23.47,88,88
8803,513800,87.69,51,51
8804,220,250.86,5,5
8804,350,297.18,16,16
8804,410,371.19,15,15
8804,420,563.53,11,11
8804,340,279.58,17,17
8804,320,288.55,13,13
8804,230,191.05,18,18
8804,240,228.72,14,14
8805,530,783.4,13,13
8805,540,765.44,21,21
8805,610,346.08,8,8
8805,620,386.79,8,8
8806,115000,84.72,21,21
8806,115500,96.51,78,78
8807,116000,36.16,79,79
8807,116500,36.02,37,37
8808,721000,152.39,52,52
8809,614000,189.63,51,51
8810,1426310,326.74,62,62
8811,916500,47.38,30,30
8811,916000,45.45,23,23
8812,918100,333.24,21,21
8813,314000,65.96,52,52
8813,428700,47.7,52,52
8813,1308100,23.14,52,52
8814,918200,82.49,27,27
8814,918400,53.5,87,87
8814,1021110,129.96,21,21
8814,1021210,102.05,114,114
8814,1115600,87.36,88,88
8814,1115700,83.09,26,26
8815,1021010,77.21,27,27
8815,1021020,83.58,74,74
8815,918510,74.71,21,21
8815,918500,74.92,22,22
8816,1426400,471.63,51,51
8817,1513200,82.96,87,87
8818,1606310,163.27,21,21
8818,1717310,243.94,21,21
8819,617200,94.47,42,42
8819,1113000,28.14,53,53
8819,616600,87.83,16,16
8819,818200,77.95,102,102
8819,818100,35.43,54,54
8819,818000,87.39,23,23
8819,722500,20.49,64,64
8819,701020,29.25,40,40
8819,1718100,126.7,21,21
8819,617000,244.1,21,21
8819,719000,20.43,38,38
8819,1115500,49.63,23,23
8819,1307000,12.48,86,86
8819,1511000,84.08,54,54
8819,1513400,122.54,22,22
8819,1603020,69.35,53,53
8819,1607100,101.42,21,21
8819,1607150,93.81,43,43
8819,616500,96.75,21,21
8819,1703020,65.06,38,38
8819,1303020,11.59,53,53
8819,1718150,120.54,43,43
8819,1703000,70.84,16,16
8819,212600,35.49,22,22
8819,1510020,114.04,23,23
8819,616400,97.97,16,16
8819,212300,27.96,16,16
8819,212800,21.96,17,17
8819,213000,56.16,60,60
8819,213200,19.44,43,43
8819,313000,61.82,24,24
8819,313200,50.97,16,16
8819,313300,53.21,22,22
8819,313400,39.32,16,16
8819,313600,78.5,22,22
8819,513200,74.69,37,37
8819,212000,33.79,24,24
8819,513500,58.41,43,43
8819,513400,89.95,22,22
8819,313800,46.85,43,43
8819,513300,53.54,16,16
8819,513000,138.12,23,23
8819,428000,102.99,22,22
8819,410700,75.29,42,42
8819,410400,140.12,16,16
8819,410200,152.5,38,38
8819,410000,211,24,24
8819,616300,175.49,23,23
8820,1426000,199.71,52,52
8821,1426100,243.65,44,44
8822,1810020,33.59,21,21
8822,1815000,16.88,75,75
8823,1716000,233.89,38,38
8823,1605920,217.94,38,38
8824,1231000,87.1,178,178
8824,1231100,63.46,37,37
8825,722100,30.09,21,21
8825,817100,131.88,16,16
8825,817200,71.67,21,21
8825,1115000,81.51,16,16
8825,1115100,47.24,21,21
8825,1308000,26.17,37,37
8825,1513000,140.24,17,17
8825,1513100,81.64,21,21
8825,1606000,260.15,37,37
8825,1714000,290.59,16,16
8825,1717000,345.33,21,21
8825,211000,52.65,16,16
8825,616200,86.18,20,20
8825,616000,152.92,16,16
8825,512200,104.3,20,20
8825,512000,154.74,16,16
8825,409500,157.32,20,20
8825,409000,208.85,16,16
8825,312400,84.41,21,21
8825,211500,36.71,20,20
8825,114500,36.7,21,21
8825,114000,40.32,16,16
8825,312000,159.97,16,16
8825,722000,58.63,16,16
8826,1824100,37.21,46,46
8826,1824300,26.71,85,85
8827,1824010,24.61,73,73
8827,1824000,35.71,33,33
8828,513800,90.67,39,39
8829,220,257.57,7,7
8829,230,202.66,12,12
8829,240,232.39,8,8
8829,320,307.36,15,15
8829,340,289.76,13,13
8829,350,311.82,10,10
8829,410,404.75,18,18
8829,420,522.6,9,9
8830,620,393.3,7,7
8830,610,333.38,13,13
8830,540,790.48,13,13
8830,530,728.92,7,7
8831,115500,102.35,59,59
8831,115000,83.34,23,23
8832,116000,34.47,54,54
8832,116500,35.83,42,42
8833,721000,147.07,38,38
8834,614000,188.17,39,39
8835,1426310,328.81,63,63
8836,916000,46.27,16,16
8836,916500,47.49,16,16
8837,918100,318.45,16,16
8838,314000,70.23,38,38
8838,428700,49.16,38,38
8838,1308100,23.47,39,39
8839,918200,87.38,21,21
8839,918400,55.83,81,81
8839,1021110,125.24,23,23
8839,1021210,108.22,101,101
8839,1115600,83.77,81,81
8839,1115700,87.45,22,22
8840,918500,73.61,20,20
8840,918510,71.81,23,23
8840,1021010,76.86,21,21
8840,1021020,80.02,53,53
8841,1426400,454.52,38,38
8842,1513200,85.82,81,81
8843,1717310,243.06,23,23
8843,1606310,171.54,24,24
8844,1510020,115.3,15,15
8844,616600,87.19,13,13
8844,617000,230.37,31,31
8844,617200,96.26,57,57
8844,701020,28.91,27,27
8844,722500,20.15,88,88
8844,719000,21.88,21,21
8844,818100,33.33,33,33
8844,818200,77.96,123,123
8844,1113000,28,33,33
8844,1115500,51.45,15,15
8844,1307000,12.07,104,104
8844,1511000,89.51,33,33
8844,1513400,120.38,31,31
8844,1603020,66.79,34,34
8844,1607100,101.55,32,32
8844,1607150,92.4,56,56
8844,1703000,71.81,12,12
8844,1703020,69.45,21,21
8844,1718100,127.6,31,31
8844,1718150,115.96,56,56
8844,616500,96.03,9,9
8844,1303020,10.62,34,34
8844,212800,22.39,12,12
8844,818000,81.71,16,16
8844,616400,101.32,12,12
8844,212000,34.78,15,15
8844,212600,34.86,9,9
8844,213000,51.81,66,66
8844,213200,20.68,57,57
8844,313000,63.84,15,15
8844,313200,51.99,12,12
8844,313300,54.25,9,9
8844,313400,39.8,12,12
8844,313600,73.79,31,31
8844,313800,47.95,57,57
8844,513200,72.34,21,21
8844,513400,89.96,31,31
8844,212300,26.13,12,12
8844,410000,210.22,15,15
8844,513500,59.01,56,56
8844,616300,171.28,16,16
8844,513000,146.66,16,16
8844,428000,102.81,31,31
8844,410700,81.39,57,57
8844,410400,135.32,12,12
8844,410200,159.7,21,21
8844,513300,56.87,12,12
8845,1426000,206.5,28,28
8846,1426100,246.47,24,24
8847,1815000,16,42,42
8847,1810020,30.45,31,31
8848,1605920,207,35,35
8848,1716000,245.67,35,35
8849,1231000,91.24,172,172
8849,1231100,62.5,15,15
8850,1513100,86.41,3,3
8850,722100,29.4,3,3
8850,817100,138.39,13,13
8850,817200,69.51,3,3
8850,1115000,86.27,13,13
8850,1115100,46.56,3,3
8850,1513000,141.14,13,13
8850,1606000,255.45,16,16
8850,1717000,344.25,3,3
8850,1714000,282.15,13,13
8850,722000,57.41,13,13
8850,1308000,25.51,16,16
8850,211000,52.76,14,14
8850,114500,34.61,3,3
8850,114000,41.11,13,13
8850,616200,87.34,3,3
8850,211500,35.76,3,3
8850,312000,158.01,13,13
8850,312400,86.69,3,3
8850,409000,203.4,14,14
8850,409500,152.28,3,3
8850,512000,152.91,14,14
8850,512200,104.37,3,3
8850,616000,142.54,14,14
8851,1824100,37.57,31,31
8851,1824300,27.61,113,113
8852,1824000,35.36,26,26
8852,1824010,24.65,32,32
8853,513800,87.78,35,35
8854,420,564.92,6,6
8854,410,389.25,8,8
8854,350,300.75,13,13
8854,230,198.61,17,17
8854,240,235.37,7,7
8854,340,289.53,11,11
8854,220,255.91,5,5
8854,320,310.63,10,10
8855,530,787.67,8,8
8855,540,790.34,9,9
8855,610,346.14,7,7
8855,620,389.2,6,6
8856,115000,84.27,16,16
8856,115500,98.77,67,67
8857,116000,34.39,33,33
8857,116500,35.53,57,57
8858,721000,152.38,35,35
8859,614000,189.39,35,35
8860,1426310,304.38,88,88
8861,916500,47.59,13,13
8861,916000,43.82,12,12
8862,918100,327.24,13,13
8863,314000,67.03,36,36
8863,428700,46.3,36,36
8863,1308100,24.01,35,35
8864,918200,83.19,31,31
8864,918400,53.71,92,92
8864,1021110,119.46,15,15
8864,1021210,105.62,123,123
8864,1115600,87.58,91,91
8864,1115700,80.83,31,31
8865,1021010,76.76,9,9
8865,918510,75.76,15,15
8865,918500,77.91,3,3
8865,1021020,83.2,27,27
8866,1426400,463.36,36,36
8867,1513200,88.92,92,92
8868,1606310,167.09,15,15
8868,1717310,239.22,15,15
8869,617000,242.78,26,26
8869,818200,78.48,136,136
8869,818100,35.64,37,37
8869,818000,80.35,11,11
8869,722500,20.79,86,86
8869,719000,20.81,23,23
8869,1113000,29.14,37,37
8869,617200,94.11,59,59
8869,1510020,107.97,11,11
8869,1718150,115.24,60,60
8869,616600,87.59,17,17
8869,701020,28.09,25,25
8869,1115500,53.59,11,11
8869,1307000,12.19,97,97
8869,513500,55.38,60,60
8869,1511000,90.33,36,36
8869,1513400,118.66,26,26
8869,1603020,64.53,36,36
8869,1607100,100.79,26,26
8869,1607150,92.7,60,60
8869,1703000,71.94,14,14
8869,1703020,68.81,22,22
8869,1718100,130.97,27,27
8869,1303020,11.34,36,36
8869,313400,41.76,18,18
8869,616400,94.34,14,14
8869,212000,33.71,11,11
8869,212300,28.24,14,14
8869,212600,37.11,5,5
8869,212800,21.34,17,17
8869,213000,53.41,77,77
8869,213200,19.34,60,60
8869,313000,61.07,11,11
8869,616500,97.97,5,5
8869,313300,54.19,5,5
8869,313600,75.45,26,26
8869,513000,145.69,11,11
8869,616300,169.6,11,11
8869,513400,85.84,26,26
8869,313200,49.09,14,14
8869,513200,76.51,20,20
8869,313800,48.25,60,60
8869,428000,95.63,26,26
8869,410700,78.84,59,59
8869,410400,145.35,17,17
8869,410200,151.04,19,19
8869,410000,209.94,11,11
8869,513300,54.62,17,17
8870,1426000,202.66,35,35
