"MANUFACTURERID","TRANSACTIONDATE","EMPLOYEEID","AMOUNT","DESCRIPTION","REFERENCE"
44,21-DEC-02,87295,-1176.6,"Automatic payment of bills",8084
44,22-DEC-02,22343,1091.66,"Automatic EOQ Inventory purchase",8109
44,31-DEC-02,51512,-26886.55,"Automatic payment of bills",8659
44,09-JAN-03,73735,29651.32,"Automatic EOQ Inventory purchase",8683
44,03-AUG-02,51512,-12485.95,"Automatic payment of bills",8547
44,02-FEB-03,88873,32276.85,"Automatic EOQ Inventory purchase",8708
44,09-MAY-02,87295,-11897.73,"Automatic payment of bills",8480
44,10-JAN-03,88873,-1091.66,"Automatic payment of bills",8109
44,12-MAY-02,87295,508.03,"Automatic EOQ Inventory purchase",7934
44,22-MAR-04,51512,-31251.7,"Automatic payment of bills",9014
44,08-FEB-03,88873,-29651.32,"Automatic payment of bills",8683
44,03-MAR-02,88873,-944.96,"Automatic payment of bills",7834
44,05-MAR-02,29387,-10846.55,"Automatic payment of bills",8436
44,08-MAR-02,87295,8744.78,"Automatic EOQ Inventory purchase",8458
44,09-MAR-02,87295,446.56,"Automatic EOQ Inventory purchase",7884
44,28-MAR-02,15293,-1007.08,"Automatic payment of bills",7859
44,10-APR-02,22343,-446.56,"Automatic payment of bills",7884
44,10-APR-02,88873,-8744.78,"Automatic payment of bills",8458
44,15-MAY-02,88873,15484.67,"Automatic EOQ Inventory purchase",8502
44,03-MAY-02,87295,528.23,"Automatic EOQ Inventory purchase",7909
44,02-AUG-02,88873,-433.39,"Automatic payment of bills",7959
44,02-MAR-02,87295,1007.08,"Automatic EOQ Inventory purchase",7859
44,22-MAY-02,51512,-528.23,"Automatic payment of bills",7909
44,02-JUN-02,51512,14621.27,"Automatic EOQ Inventory purchase",8525
44,17-JUN-02,22343,-15484.67,"Automatic payment of bills",8502
44,20-JUN-02,22343,-508.03,"Automatic payment of bills",7934
44,29-JUN-02,88873,433.39,"Automatic EOQ Inventory purchase",7959
44,03-JUL-02,51512,808.96,"Automatic EOQ Inventory purchase",7984
44,04-JUL-02,51512,-14621.27,"Automatic payment of bills",8525
44,04-JUL-02,51512,12485.95,"Automatic EOQ Inventory purchase",8547
44,30-JUL-02,29387,-808.96,"Automatic payment of bills",7984
44,11-APR-02,73735,11897.73,"Automatic EOQ Inventory purchase",8480
44,07-OCT-04,29387,13199.92,"Automatic EOQ Inventory purchase",9231
44,06-FEB-04,73735,-32979.24,"Automatic payment of bills",8988
44,07-MAY-04,51512,10608.04,"Automatic EOQ Inventory purchase",9093
44,19-MAY-04,73735,-31283.84,"Automatic payment of bills",9066
44,04-JUN-04,87295,-10608.04,"Automatic payment of bills",9093
44,08-JUN-04,29387,16994.43,"Automatic EOQ Inventory purchase",9120
44,09-JUL-04,88873,-16994.43,"Automatic payment of bills",9120
44,11-JUL-04,22343,14804.82,"Automatic EOQ Inventory purchase",9147
44,07-AUG-04,87295,-14804.82,"Automatic payment of bills",9147
44,10-AUG-04,22343,19233.75,"Automatic EOQ Inventory purchase",9175
44,10-MAR-04,22343,29525.76,"Automatic EOQ Inventory purchase",9040
44,16-SEP-04,88873,16958.47,"Automatic EOQ Inventory purchase",9203
44,19-FEB-04,88873,31251.7,"Automatic EOQ Inventory purchase",9014
44,15-OCT-04,73735,-16958.47,"Automatic payment of bills",9203
44,10-NOV-04,88873,-13199.92,"Automatic payment of bills",9231
44,12-NOV-04,29387,13906.91,"Automatic EOQ Inventory purchase",9259
44,11-DEC-04,87295,33620.58,"Automatic EOQ Inventory purchase",9287
44,16-DEC-04,29387,-13906.91,"Automatic payment of bills",9259
44,12-JAN-05,22343,-33620.58,"Automatic payment of bills",9287
44,17-JAN-05,73735,34098.65,"Automatic EOQ Inventory purchase",9315
44,12-FEB-05,88873,37176.4,"Automatic EOQ Inventory purchase",9343
44,16-FEB-05,29387,-34098.65,"Automatic payment of bills",9315
44,10-MAR-05,15293,-37176.4,"Automatic payment of bills",9343
44,08-SEP-04,15293,-19233.75,"Automatic payment of bills",9175
44,14-SEP-03,51512,-26719.33,"Automatic payment of bills",8860
44,08-MAR-03,88873,-32276.85,"Automatic payment of bills",8708
44,29-MAR-03,51512,-31342.05,"Automatic payment of bills",8733
44,13-APR-03,51512,29895.19,"Automatic EOQ Inventory purchase",8759
44,05-MAY-03,89097,17916.44,"Automatic EOQ Inventory purchase",8785
44,09-MAY-03,73735,-29895.19,"Automatic payment of bills",8759
44,01-JUN-03,51512,-17916.44,"Automatic payment of bills",8785
44,01-JUN-03,22343,19872.2,"Automatic EOQ Inventory purchase",8810
44,02-JUL-03,87295,-19872.2,"Automatic payment of bills",8810
44,07-JUL-03,88873,20131.64,"Automatic EOQ Inventory purchase",8835
44,17-APR-04,87295,31283.84,"Automatic EOQ Inventory purchase",9066
44,10-AUG-03,88873,26719.33,"Automatic EOQ Inventory purchase",8860
44,01-MAR-03,22343,31342.05,"Automatic EOQ Inventory purchase",8733
44,15-SEP-03,22343,26845.71,"Automatic EOQ Inventory purchase",8885
44,03-OCT-03,29387,19372.64,"Automatic EOQ Inventory purchase",8910
44,16-OCT-03,73735,-26845.71,"Automatic payment of bills",8885
44,03-NOV-03,29387,-19372.64,"Automatic payment of bills",8910
44,18-NOV-03,22343,17658.31,"Automatic EOQ Inventory purchase",8936
44,05-DEC-03,87295,26422.55,"Automatic EOQ Inventory purchase",8962
44,20-DEC-03,22343,-17658.31,"Automatic payment of bills",8936
44,03-JAN-04,73735,-26422.55,"Automatic payment of bills",8962
44,10-JAN-04,87295,32979.24,"Automatic EOQ Inventory purchase",8988
44,16-FEB-02,51512,-27145.06,"Automatic payment of bills",8415
44,06-AUG-03,73735,-20131.64,"Automatic payment of bills",8835
44,13-AUG-00,88873,364.44,"Automatic EOQ Inventory purchase",7409
44,18-FEB-00,87295,-533.65,"Automatic payment of bills",1405
44,03-MAR-00,73735,520.25,"Automatic EOQ Inventory purchase",1456
44,15-MAR-00,87295,-462.81,"Automatic payment of bills",1431
44,30-MAR-00,73735,-520.25,"Automatic payment of bills",1456
44,23-APR-00,51512,225.92,"Automatic EOQ Inventory purchase",7314
44,17-MAY-00,15293,486.62,"Automatic EOQ Inventory purchase",7334
44,19-MAY-00,89097,-225.92,"Automatic payment of bills",7314
44,09-JUN-00,89097,-486.62,"Automatic payment of bills",7334
44,25-JUN-00,73735,608.66,"Automatic EOQ Inventory purchase",7359
44,21-JAN-01,51512,325.1,"Automatic EOQ Inventory purchase",7534
44,23-JUL-00,88873,240.59,"Automatic EOQ Inventory purchase",7384
44,19-JAN-00,87295,533.65,"Automatic EOQ Inventory purchase",1405
44,27-AUG-00,88873,-240.59,"Automatic payment of bills",7384
44,03-SEP-00,15293,-364.44,"Automatic payment of bills",7409
44,21-SEP-00,51512,304.84,"Automatic EOQ Inventory purchase",7434
44,10-OCT-00,29387,-304.84,"Automatic payment of bills",7434
44,22-OCT-00,73735,458.89,"Automatic EOQ Inventory purchase",7459
44,12-NOV-00,51512,-458.89,"Automatic payment of bills",7459
44,24-NOV-00,89097,469.53,"Automatic EOQ Inventory purchase",7484
44,19-DEC-00,51512,529.82,"Automatic EOQ Inventory purchase",7509
44,20-DEC-00,22343,-469.53,"Automatic payment of bills",7484
44,19-JAN-01,87295,-529.82,"Automatic payment of bills",7509
44,19-JUL-00,22343,-608.66,"Automatic payment of bills",7359
44,14-AUG-99,29387,-665.23,"Automatic payment of bills",1256
44,12-APR-04,29387,-29525.76,"Automatic payment of bills",9040
44,11-MAR-99,51512,-75.63,"Automatic payment of bills",1131
44,20-MAR-99,51512,302.99,"Automatic EOQ Inventory purchase",1156
44,16-APR-99,29387,-302.99,"Automatic payment of bills",1156
44,16-APR-99,51512,609.55,"Automatic EOQ Inventory purchase",1181
44,13-MAY-99,89097,-609.55,"Automatic payment of bills",1181
44,13-MAY-99,51512,604.98,"Automatic EOQ Inventory purchase",1206
44,10-JUN-99,15293,-604.98,"Automatic payment of bills",1206
44,18-JUN-99,15293,267.29,"Automatic EOQ Inventory purchase",1231
44,14-JUL-99,15293,665.23,"Automatic EOQ Inventory purchase",1256
44,05-FEB-02,87295,944.96,"Automatic EOQ Inventory purchase",7834
44,11-AUG-99,88873,430.02,"Automatic EOQ Inventory purchase",1281
44,04-FEB-00,87295,561.95,"Automatic refund for overpayment",1380
44,10-SEP-99,29387,-430.02,"Automatic payment of bills",1281
44,18-SEP-99,15293,410.54,"Automatic EOQ Inventory purchase",1306
44,04-OCT-99,87295,272.26,"Automatic EOQ Inventory purchase",1330
44,13-OCT-99,29387,-410.54,"Automatic payment of bills",1306
44,30-OCT-99,22343,-272.26,"Automatic payment of bills",1330
44,05-NOV-99,89097,243.59,"Automatic EOQ Inventory purchase",1355
44,08-DEC-99,22343,-243.59,"Automatic payment of bills",1355
44,08-DEC-99,73735,561.95,"Automatic EOQ Inventory purchase",1380
44,06-JAN-00,51512,-561.95,"Automatic payment of bills",1380
44,19-FEB-00,51512,462.81,"Automatic EOQ Inventory purchase",1431
44,16-JUL-99,73735,-267.29,"Automatic payment of bills",1231
44,28-NOV-01,88873,-11421,"Automatic payment of bills",8375
44,18-AUG-01,51512,679.31,"Automatic EOQ Inventory purchase",7709
44,03-SEP-01,88873,12744.92,"Automatic EOQ Inventory purchase",8337
44,06-SEP-01,88873,-444.34,"Automatic payment of bills",7684
44,07-SEP-01,88873,-13077.99,"Automatic payment of bills",8317
44,08-SEP-01,88873,-679.31,"Automatic payment of bills",7709
44,07-OCT-01,22343,765.64,"Automatic EOQ Inventory purchase",7734
44,07-OCT-01,88873,-12744.92,"Automatic payment of bills",8337
44,15-OCT-01,22343,8072.81,"Automatic EOQ Inventory purchase",8356
44,01-NOV-01,87295,-765.64,"Automatic payment of bills",7734
44,01-NOV-01,51512,11421,"Automatic EOQ Inventory purchase",8375
44,17-AUG-01,88873,-15024.49,"Automatic payment of bills",8298
44,08-NOV-01,51512,-8072.81,"Automatic payment of bills",8356
44,15-JAN-02,29387,-860.68,"Automatic payment of bills",7784
44,03-DEC-01,22343,-721.71,"Automatic payment of bills",7759
44,07-DEC-01,87295,21049.19,"Automatic EOQ Inventory purchase",8395
44,08-DEC-01,29387,860.68,"Automatic EOQ Inventory purchase",7784
44,11-DEC-01,89097,546.1,"Automatic EOQ Inventory purchase",7809
44,29-DEC-01,87295,-546.1,"Automatic payment of bills",7809
44,07-JAN-02,87295,-21049.19,"Automatic payment of bills",8395
44,06-FEB-01,51512,621.1,"Automatic EOQ Inventory purchase",8199
44,17-JAN-02,51512,27145.06,"Automatic EOQ Inventory purchase",8415
44,12-FEB-99,87295,75.63,"Automatic EOQ Inventory purchase",1131
44,03-FEB-02,87295,10846.55,"Automatic EOQ Inventory purchase",8436
44,06-NOV-01,88873,721.71,"Automatic EOQ Inventory purchase",7759
44,03-MAR-01,87295,22402.61,"Automatic EOQ Inventory purchase",8219
44,07-AUG-01,29387,444.34,"Automatic EOQ Inventory purchase",7684
44,01-MAR-01,73735,633.8,"Automatic EOQ Inventory purchase",7559
44,04-MAR-01,89097,497.33,"Automatic EOQ Inventory purchase",7584
44,12-MAR-01,29387,-621.1,"Automatic payment of bills",8199
44,01-APR-01,89097,-22402.61,"Automatic payment of bills",8219
44,03-APR-01,29387,-497.33,"Automatic payment of bills",7584
44,08-APR-01,51512,-633.8,"Automatic payment of bills",7559
44,18-APR-01,22343,15788.26,"Automatic EOQ Inventory purchase",8238
44,26-APR-01,87295,679.09,"Automatic EOQ Inventory purchase",7609
44,05-MAY-01,22343,557.32,"Automatic EOQ Inventory purchase",7634
44,08-MAY-01,51512,17653,"Automatic EOQ Inventory purchase",8258
44,19-JUL-01,89097,-14941.99,"Automatic payment of bills",8278
44,18-FEB-01,22343,-325.1,"Automatic payment of bills",7534
44,20-MAY-01,15293,-15788.26,"Automatic payment of bills",8238
44,17-FEB-01,51512,529.82,"Automatic refund for overpayment",7509
44,06-AUG-01,51512,13077.99,"Automatic EOQ Inventory purchase",8317
44,12-JUL-01,88873,15024.49,"Automatic EOQ Inventory purchase",8298
44,19-JUN-01,15293,14941.99,"Automatic EOQ Inventory purchase",8278
44,17-JUN-01,73735,399.89,"Automatic EOQ Inventory purchase",7659
44,09-JUN-01,22343,-17653,"Automatic payment of bills",8258
44,01-JUN-01,87295,-679.09,"Automatic payment of bills",7609
44,22-MAY-01,29387,-557.32,"Automatic payment of bills",7634
44,24-JUL-01,88873,-399.89,"Automatic payment of bills",7659
45,29-AUG-01,89097,-19736.46,"Automatic payment of bills",7710
45,04-SEP-01,89097,-19931.41,"Automatic payment of bills",7685
45,03-OCT-01,87295,23384.9,"Automatic EOQ Inventory purchase",7735
45,30-OCT-01,22343,21843.79,"Automatic EOQ Inventory purchase",7760
45,02-NOV-01,89097,-23384.9,"Automatic payment of bills",7735
45,01-DEC-01,15293,-21843.79,"Automatic payment of bills",7760
45,07-DEC-01,73735,23990.54,"Automatic EOQ Inventory purchase",7785
45,04-AUG-01,15293,19736.46,"Automatic EOQ Inventory purchase",7710
45,07-JAN-02,88873,20735.02,"Automatic EOQ Inventory purchase",7835
45,18-APR-01,22343,-32020.98,"Automatic payment of bills",7585
45,19-DEC-01,87295,20031.85,"Automatic EOQ Inventory purchase",7810
45,22-JUL-01,22343,19931.41,"Automatic EOQ Inventory purchase",7685
45,15-FEB-01,51512,39159.57,"Automatic EOQ Inventory purchase",7560
45,02-JUL-01,15293,-20579.04,"Automatic payment of bills",7660
45,18-JUN-01,15293,-16294.87,"Automatic payment of bills",7635
45,06-JUN-01,29387,20579.04,"Automatic EOQ Inventory purchase",7660
45,11-MAY-01,88873,16294.87,"Automatic EOQ Inventory purchase",7635
45,12-APR-01,51512,16149.98,"Automatic EOQ Inventory purchase",7610
45,14-MAR-01,87295,32020.98,"Automatic EOQ Inventory purchase",7585
45,07-MAR-01,89097,-39159.57,"Automatic payment of bills",7560
45,08-JAN-02,29387,-23990.54,"Automatic payment of bills",7785
45,09-AUG-02,51512,-24549.97,"Automatic payment of bills",7960
45,18-MAY-01,51512,-16149.98,"Automatic payment of bills",7610
45,30-JUL-02,51512,23055.25,"Automatic EOQ Inventory purchase",7985
45,30-DEC-02,87295,-14452.55,"Automatic payment of bills",8110
45,10-FEB-01,88873,-29165.65,"Automatic payment of bills",7510
45,03-DEC-02,22343,15833.74,"Automatic EOQ Inventory purchase",8085
45,02-DEC-02,22343,14452.55,"Automatic EOQ Inventory purchase",8110
45,01-NOV-02,29387,-11659.17,"Automatic payment of bills",8060
45,17-OCT-02,88873,-20973.57,"Automatic payment of bills",8035
45,08-OCT-02,73735,11659.17,"Automatic EOQ Inventory purchase",8060
45,08-OCT-02,22343,-19095.06,"Automatic payment of bills",8010
45,21-SEP-02,89097,20973.57,"Automatic EOQ Inventory purchase",8035
45,04-JUL-02,87295,24549.97,"Automatic EOQ Inventory purchase",7960
45,26-AUG-02,87295,-23055.25,"Automatic payment of bills",7985
45,13-JAN-02,15293,-20031.85,"Automatic payment of bills",7810
45,28-DEC-02,22343,-15833.74,"Automatic payment of bills",8085
45,22-JUN-02,73735,-25156.08,"Automatic payment of bills",7935
45,03-JUN-02,88873,-26453.95,"Automatic payment of bills",7910
45,21-MAY-02,22343,25156.08,"Automatic EOQ Inventory purchase",7935
45,03-MAY-02,29387,26453.95,"Automatic EOQ Inventory purchase",7910
45,10-APR-02,88873,-20282.74,"Automatic payment of bills",7885
45,08-APR-02,22343,-19560.44,"Automatic payment of bills",7860
45,11-MAR-02,87295,19560.44,"Automatic EOQ Inventory purchase",7860
45,02-MAR-02,15293,20282.74,"Automatic EOQ Inventory purchase",7885
45,09-FEB-02,29387,-20735.02,"Automatic payment of bills",7835
45,30-AUG-02,88873,19095.06,"Automatic EOQ Inventory purchase",8010
45,13-JUN-99,73735,54428.78,"Automatic EOQ Inventory purchase",1232
45,11-DEC-99,51512,49223.08,"Automatic EOQ Inventory purchase",1381
45,09-DEC-99,29387,-36814.75,"Automatic payment of bills",1356
45,23-NOV-99,73735,-30634.45,"Automatic payment of bills",1331
45,12-NOV-99,29387,36814.75,"Automatic EOQ Inventory purchase",1356
45,20-OCT-99,22343,30634.45,"Automatic EOQ Inventory purchase",1331
45,14-OCT-99,88873,-32075.76,"Automatic payment of bills",1307
45,19-SEP-99,87295,32075.76,"Automatic EOQ Inventory purchase",1307
45,04-SEP-99,88873,-49077.53,"Automatic payment of bills",1282
45,12-AUG-99,51512,-52469.42,"Automatic payment of bills",1257
45,06-JAN-00,51512,57222.32,"Automatic EOQ Inventory purchase",1406
45,18-JUN-99,73735,-49638.28,"Automatic payment of bills",1207
45,09-AUG-99,51512,49077.53,"Automatic EOQ Inventory purchase",1282
45,19-MAY-99,29387,-36178.4,"Automatic payment of bills",1182
45,18-MAY-99,22343,49638.28,"Automatic EOQ Inventory purchase",1207
45,16-APR-99,29387,36178.4,"Automatic EOQ Inventory purchase",1182
45,06-APR-99,22343,-29729.07,"Automatic payment of bills",1157
45,20-MAR-99,51512,-722.27,"Automatic payment of bills",1132
45,16-MAR-99,88873,29729.07,"Automatic EOQ Inventory purchase",1157
45,17-FEB-99,29387,722.27,"Automatic EOQ Inventory purchase",1132
45,24-FEB-01,87295,-32574.68,"Automatic payment of bills",7535
45,08-FEB-01,73735,36571.47,"Automatic refund for overpayment",7485
45,16-JUL-99,88873,52469.42,"Automatic EOQ Inventory purchase",1257
45,08-SEP-00,15293,33875.87,"Automatic EOQ Inventory purchase",7435
45,13-JUL-99,29387,-54428.78,"Automatic payment of bills",1232
45,11-JAN-01,29387,-36571.47,"Automatic payment of bills",7485
45,18-JAN-00,73735,-49223.08,"Automatic payment of bills",1381
45,11-DEC-00,15293,-32525.18,"Automatic payment of bills",7460
45,10-DEC-00,89097,36571.47,"Automatic EOQ Inventory purchase",7485
45,08-NOV-00,88873,32525.18,"Automatic EOQ Inventory purchase",7460
45,03-OCT-00,73735,-30986.45,"Automatic payment of bills",7410
45,07-JAN-01,22343,29165.65,"Automatic EOQ Inventory purchase",7510
45,05-SEP-00,15293,-36347.52,"Automatic payment of bills",7385
45,01-SEP-00,22343,30986.45,"Automatic EOQ Inventory purchase",7410
45,06-AUG-00,51512,36347.52,"Automatic EOQ Inventory purchase",7385
45,19-FEB-00,51512,49223.08,"Automatic refund for overpayment",1381
45,17-OCT-00,29387,-33875.87,"Automatic payment of bills",7435
45,05-FEB-00,29387,65761.08,"Automatic EOQ Inventory purchase",1432
45,24-JAN-01,73735,32574.68,"Automatic EOQ Inventory purchase",7535
45,12-MAR-00,73735,-65761.08,"Automatic payment of bills",1432
45,20-MAR-00,29387,45687.58,"Automatic EOQ Inventory purchase",1457
45,22-APR-00,22343,-45687.58,"Automatic payment of bills",1457
45,21-MAY-00,73735,3620.75,"Automatic EOQ Inventory purchase",7335
45,17-JUN-00,15293,-3620.75,"Automatic payment of bills",7335
45,02-JUL-00,29387,35044.57,"Automatic EOQ Inventory purchase",7360
45,01-AUG-00,29387,-35044.57,"Automatic payment of bills",7360
45,05-FEB-00,29387,-57222.32,"Automatic payment of bills",1406
46,18-NOV-02,22343,427.39,"Automatic EOQ Inventory purchase",8638
46,20-AUG-02,88873,721.01,"Automatic EOQ Inventory purchase",8571
46,03-SEP-02,22343,1027.64,"Automatic EOQ Inventory purchase",8594
46,10-SEP-02,73735,-677.12,"Automatic payment of bills",8011
46,14-SEP-02,87295,468.89,"Automatic EOQ Inventory purchase",8036
46,21-SEP-02,22343,-721.01,"Automatic payment of bills",8571
46,09-OCT-02,73735,-1027.64,"Automatic payment of bills",8594
46,16-OCT-02,73735,-468.89,"Automatic payment of bills",8036
46,19-OCT-02,51512,285.17,"Automatic EOQ Inventory purchase",8616
46,02-NOV-02,87295,603.6,"Automatic EOQ Inventory purchase",8061
46,19-NOV-02,15293,-285.17,"Automatic payment of bills",8616
46,25-NOV-02,87295,-603.6,"Automatic payment of bills",8061
46,02-DEC-02,29387,770.55,"Automatic EOQ Inventory purchase",8086
46,14-DEC-02,51512,-427.39,"Automatic payment of bills",8638
46,15-DEC-02,73735,937.89,"Automatic EOQ Inventory purchase",8660
46,25-DEC-02,73735,822.89,"Automatic EOQ Inventory purchase",8111
46,01-JAN-03,88873,2146.78,"Automatic EOQ Inventory purchase",8684
46,03-JAN-03,22343,-770.55,"Automatic payment of bills",8086
46,13-JAN-03,73735,-937.89,"Automatic payment of bills",8660
46,30-JAN-03,73735,-822.89,"Automatic payment of bills",8111
46,19-AUG-02,22343,-247.13,"Automatic payment of bills",7986
46,08-FEB-02,87295,-421.99,"Automatic payment of bills",7836
46,29-JAN-03,22343,-2146.78,"Automatic payment of bills",8684
46,11-MAY-02,51512,372.3,"Automatic EOQ Inventory purchase",8503
46,02-FEB-02,29387,-1063.5,"Automatic payment of bills",8416
46,09-MAR-04,22343,1910.14,"Automatic EOQ Inventory purchase",9041
46,15-FEB-02,29387,491.41,"Automatic EOQ Inventory purchase",7861
46,20-FEB-03,29387,2301.96,"Automatic EOQ Inventory purchase",8709
46,04-MAR-02,89097,329.21,"Automatic EOQ Inventory purchase",8459
46,12-MAR-02,89097,-491.41,"Automatic payment of bills",7861
46,04-APR-02,22343,-329.21,"Automatic payment of bills",8459
46,07-APR-02,22343,331.24,"Automatic EOQ Inventory purchase",7911
46,09-APR-02,51512,613.92,"Automatic EOQ Inventory purchase",7886
46,15-APR-02,29387,621.03,"Automatic EOQ Inventory purchase",8481
46,01-MAR-02,51512,-416.38,"Automatic payment of bills",8437
46,30-APR-02,88873,-331.24,"Automatic payment of bills",7911
46,15-AUG-02,73735,677.12,"Automatic EOQ Inventory purchase",8011
46,15-MAY-02,51512,440,"Automatic EOQ Inventory purchase",7936
46,15-MAY-02,87295,-621.03,"Automatic payment of bills",8481
46,06-JUN-02,87295,-440,"Automatic payment of bills",7936
46,13-JUN-02,15293,-372.3,"Automatic payment of bills",8503
46,15-JUN-02,22343,605.52,"Automatic EOQ Inventory purchase",8526
46,24-JUN-02,88873,544.42,"Automatic EOQ Inventory purchase",7961
46,05-JUL-02,87295,384.99,"Automatic EOQ Inventory purchase",8548
46,14-JUL-02,89097,-605.52,"Automatic payment of bills",8526
46,17-JUL-02,51512,247.13,"Automatic EOQ Inventory purchase",7986
46,23-JUL-02,88873,-544.42,"Automatic payment of bills",7961
46,06-AUG-02,51512,-384.99,"Automatic payment of bills",8548
46,26-APR-02,15293,-613.92,"Automatic payment of bills",7886
46,11-NOV-04,88873,-699.73,"Automatic payment of bills",9232
46,07-FEB-04,89097,-2420.26,"Automatic payment of bills",8989
46,19-MAY-04,51512,1776.21,"Automatic EOQ Inventory purchase",9094
46,12-JUN-04,22343,1755.23,"Automatic EOQ Inventory purchase",9121
46,19-JUN-04,87295,-1776.21,"Automatic payment of bills",9094
39,18-NOV-02,89097,-4239.32,"Automatic payment of bills",8032
39,01-DEC-02,73735,-2984.1,"Automatic payment of bills",8082
39,13-DEC-02,87295,-3151.62,"Automatic payment of bills",8635
39,18-DEC-02,88873,4569.96,"Automatic EOQ Inventory purchase",8657
39,01-JAN-03,87295,8496.72,"Automatic EOQ Inventory purchase",8681
39,09-JAN-03,51512,2917.55,"Automatic EOQ Inventory purchase",8107
39,30-JAN-03,87295,-2917.55,"Automatic payment of bills",8107
39,14-MAY-02,73735,5112.58,"Automatic EOQ Inventory purchase",7932
39,31-JAN-03,51512,-8496.72,"Automatic payment of bills",8681
39,15-JAN-03,88873,-4569.96,"Automatic payment of bills",8657
39,07-MAY-02,87295,4472.07,"Automatic EOQ Inventory purchase",8500
39,16-FEB-02,29387,-3942.05,"Automatic payment of bills",7832
39,03-MAR-04,29387,-7110.4,"Automatic payment of bills",9012
39,16-FEB-03,22343,8513.11,"Automatic EOQ Inventory purchase",8706
39,11-MAR-02,73735,-3968.24,"Automatic payment of bills",7857
39,11-MAR-02,29387,3403.45,"Automatic EOQ Inventory purchase",8456
39,14-MAR-02,73735,-2525.49,"Automatic payment of bills",8434
39,23-MAR-02,15293,3910.9,"Automatic EOQ Inventory purchase",7882
39,03-APR-02,87295,4162.79,"Automatic EOQ Inventory purchase",8478
39,08-APR-02,29387,-3403.45,"Automatic payment of bills",8456
39,18-APR-02,29387,-3910.9,"Automatic payment of bills",7882
39,06-JUN-02,88873,6143.22,"Automatic EOQ Inventory purchase",8523
39,02-MAY-02,29387,-4162.79,"Automatic payment of bills",8478
39,13-AUG-02,22343,5623.73,"Automatic EOQ Inventory purchase",8568
39,03-JUN-02,73735,-5168.6,"Automatic payment of bills",7907
39,01-MAR-05,73735,-8043.86,"Automatic payment of bills",9341
39,09-JUN-02,87295,-4472.07,"Automatic payment of bills",8500
39,17-JUN-02,88873,-5112.58,"Automatic payment of bills",7932
39,17-JUN-02,88873,4677.67,"Automatic EOQ Inventory purchase",7957
39,04-JUL-02,51512,-6143.22,"Automatic payment of bills",8523
39,10-JUL-02,89097,4602.79,"Automatic EOQ Inventory purchase",7982
39,16-JUL-02,87295,5153.9,"Automatic EOQ Inventory purchase",8545
39,20-JUL-02,89097,-4677.67,"Automatic payment of bills",7957
39,31-JUL-02,51512,-4602.79,"Automatic payment of bills",7982
39,29-APR-02,51512,5168.6,"Automatic EOQ Inventory purchase",7907
39,11-OCT-04,88873,4114.28,"Automatic EOQ Inventory purchase",9229
39,11-FEB-04,51512,-12313.91,"Automatic payment of bills",8986
39,12-MAY-04,51512,4417.25,"Automatic EOQ Inventory purchase",9091
39,18-MAY-04,87295,-8060.38,"Automatic payment of bills",9064
39,08-JUN-04,15293,-4417.25,"Automatic payment of bills",9091
39,11-JUN-04,87295,2908.35,"Automatic EOQ Inventory purchase",9118
39,15-JUL-04,87295,-2908.35,"Automatic payment of bills",9118
39,15-JUL-04,73735,4445.14,"Automatic EOQ Inventory purchase",9145
39,09-AUG-04,88873,5398.46,"Automatic EOQ Inventory purchase",9173
39,14-AUG-04,29387,-4445.14,"Automatic payment of bills",9145
39,01-APR-04,88873,-8502.12,"Automatic payment of bills",9038
39,19-SEP-04,51512,6874.03,"Automatic EOQ Inventory purchase",9201
39,02-MAR-04,87295,8502.12,"Automatic EOQ Inventory purchase",9038
39,21-OCT-04,73735,-6874.03,"Automatic payment of bills",9201
39,09-NOV-04,88873,3466.49,"Automatic EOQ Inventory purchase",9257
39,13-NOV-04,51512,-4114.28,"Automatic payment of bills",9229
39,08-DEC-04,87295,6542.38,"Automatic EOQ Inventory purchase",9285
39,10-DEC-04,51512,-3466.49,"Automatic payment of bills",9257
39,03-JAN-05,73735,-6542.38,"Automatic payment of bills",9285
39,09-JAN-05,22343,7645.19,"Automatic EOQ Inventory purchase",9313
39,01-FEB-05,88873,8043.86,"Automatic EOQ Inventory purchase",9341
39,06-FEB-05,88873,-7645.19,"Automatic payment of bills",9313
39,31-JAN-02,15293,3942.05,"Automatic EOQ Inventory purchase",7832
39,07-SEP-04,15293,-5398.46,"Automatic payment of bills",9173
39,18-SEP-03,88873,7154.7,"Automatic EOQ Inventory purchase",8883
39,20-MAR-03,73735,-8513.11,"Automatic payment of bills",8706
39,04-APR-03,29387,-6942.72,"Automatic payment of bills",8731
39,20-APR-03,87295,6464.62,"Automatic EOQ Inventory purchase",8757
39,12-MAY-03,73735,6025.33,"Automatic EOQ Inventory purchase",8783
39,18-MAY-03,51512,-6464.62,"Automatic payment of bills",8757
39,11-JUN-03,22343,-6025.33,"Automatic payment of bills",8783
39,20-JUN-03,51512,7622.58,"Automatic EOQ Inventory purchase",8808
39,06-JUL-03,73735,5415.38,"Automatic EOQ Inventory purchase",8833
39,22-JUL-03,73735,-7622.58,"Automatic payment of bills",8808
39,17-APR-04,29387,8060.38,"Automatic EOQ Inventory purchase",9064
39,20-AUG-03,87295,5334.58,"Automatic EOQ Inventory purchase",8858
39,02-MAR-03,88873,6942.72,"Automatic EOQ Inventory purchase",8731
