"CUSTOMERID","TRANSACTIONDATE","EMPLOYEEID","AMOUNT","DESCRIPTION","REFERENCE"
21730,16-OCT-04,29387,-608.01,"Monthly payment #3",26102
21730,12-SEP-04,15293,-608.01,"Monthly payment #2",26102
21730,11-JUN-04,29387,4763.5,"Order was shipped",26102
21730,15-MAR-05,89097,-607.9995,"Monthly payment #8",26102
21730,13-AUG-04,51512,-608.01,"Monthly payment #1",26102
21731,02-OCT-04,46583,-492.62,"Monthly payment #4",26103
21731,26-NOV-04,29387,-492.62,"Monthly payment #6",26103
21731,29-DEC-04,51512,-492.6399,"Monthly payment #7",26103
21731,30-OCT-04,46583,-492.62,"Monthly payment #5",26103
21731,31-JUL-04,34192,-390.25,"Monthly payment #2",26103
21731,29-APR-04,29387,3346,"Order was shipped",26103
21731,28-AUG-04,89097,-492.62,"Monthly payment #3",26103
21731,01-JUL-04,89097,-492.6301,"Monthly payment #1",26103
21732,21-APR-04,51512,5563.13,"Order was shipped",26104
21732,20-MAY-04,51512,-5563.12,"Single/final payment for purchase",26104
21733,16-JUN-04,29387,5372.49,"Order was shipped",26105
21733,17-JUL-04,51512,-5372.48,"Single/final payment for purchase",26105
21734,29-APR-04,29387,5409.29,"Order was shipped",26106
21734,26-DEC-04,51512,-3192.61,"Single/final payment for purchase",27264
21734,31-MAY-04,51512,-5421.77,"Single/final payment for purchase",26106
21734,27-NOV-04,29387,3205.09,"Order was shipped",27264
21735,08-OCT-04,87295,-959.6299,"Monthly payment #5",26107
21735,07-APR-04,87295,4798.12,"Order was shipped",26107
21735,08-JUN-04,87295,-959.62,"Monthly payment #1",26107
21735,10-JUL-04,15293,-959.62,"Monthly payment #2",26107
21735,07-AUG-04,98766,-959.62,"Monthly payment #3",26107
21735,12-SEP-04,89097,-959.62,"Monthly payment #4",26107
21736,18-JUN-04,87295,-3476.88,"Single/final payment for purchase",26108
21736,21-MAY-04,87295,3476.89,"Order was shipped",26108
21737,19-MAY-04,87295,4889.49,"Order was shipped",26109
21737,23-JUL-04,87295,-1664.26,"Monthly payment #1",26109
21737,22-AUG-04,46583,-1560.98,"Monthly payment #2",26109
21737,20-SEP-04,34192,-1664.25,"Monthly payment #3",26109
21738,15-APR-04,51512,3618.74,"Order was shipped",26110
21738,14-JUN-04,51512,-1826.06,"Monthly payment #1",26110
21738,19-JUL-04,15293,-1792.67,"Monthly payment #2",26110
21739,27-JUN-04,15293,-5766.23,"Single/final payment for purchase",26111
21739,23-MAY-04,51512,5766.24,"Order was shipped",26111
21740,20-DEC-04,15293,-910.7998,"Monthly payment #6",26112
21740,16-NOV-04,46583,-910.78,"Monthly payment #5",26112
21740,20-OCT-04,89097,-910.77,"Monthly payment #4",26112
21740,14-SEP-04,89097,-910.77,"Monthly payment #3",26112
21740,15-AUG-04,98766,-910.77,"Monthly payment #2",26112
21740,16-MAY-04,29387,5464.67,"Order was shipped",26112
21740,20-JUL-04,98766,-910.77,"Monthly payment #1",26112
21741,28-APR-04,15293,4458.12,"Order was shipped",26113
21741,31-MAY-04,15293,-4458.11,"Single/final payment for purchase",26113
21742,05-JUN-04,15293,-4750,"Single/final payment for purchase",26114
21742,29-APR-04,89097,4750,"Order was shipped",26114
21743,04-JUL-04,15293,-4732.01,"Single/final payment for purchase",26115
21743,04-JUN-04,51512,4731.99,"Order was shipped",26115
21744,30-MAY-04,51512,4298.74,"Order was shipped",26116
21744,28-JUN-04,15293,-4298.73,"Single/final payment for purchase",26116
21745,18-APR-04,15293,2999.5,"Order was shipped",26117
21745,21-MAY-04,15293,-2999.5,"Single/final payment for purchase",26117
21746,22-MAY-04,29387,5363.05,"Order was shipped",26118
21746,22-JUL-04,29387,-2662.88,"Monthly payment #1",26118
21746,24-AUG-04,87295,-2700.16,"Monthly payment #2",26118
22391,02-SEP-04,15293,4399.15,"Order was shipped",26763
22391,04-DEC-04,98766,-1087.32,"Monthly payment #1",26763
22391,03-JAN-05,15293,-1137.2,"Monthly payment #2",26763
22391,02-FEB-05,98766,-1087.32,"Monthly payment #3",26763
22391,05-MAR-05,98766,-1087.31,"Monthly payment #4",26763
22392,31-JUL-04,87295,4284.92,"Order was shipped",26764
22392,01-SEP-04,98766,-4284.91,"Single/final payment for purchase",26764
22393,06-AUG-04,98766,-5168.58,"Single/final payment for purchase",26765
22393,05-JUL-04,15293,5168.59,"Order was shipped",26765
22394,22-AUG-04,87295,5164.37,"Order was shipped",26766
22394,24-SEP-04,98766,-5164.36,"Single/final payment for purchase",26766
22395,08-AUG-04,87295,4256.99,"Order was shipped",26767
22395,10-SEP-04,98766,-4256.98,"Single/final payment for purchase",26767
22396,05-SEP-04,98766,-5507.57,"Single/final payment for purchase",26768
22396,30-JUL-04,87295,5507.58,"Order was shipped",26768
22397,08-JUL-04,51512,4182.79,"Order was shipped",26769
22397,10-AUG-04,98766,-4182.78,"Single/final payment for purchase",26769
22398,30-OCT-04,87295,4041.1,"Order was shipped",26770
22398,02-DEC-04,98766,-4041.1,"Single/final payment for purchase",26770
22399,10-SEP-04,87295,4789,"Order was shipped",26771
22399,14-OCT-04,98766,-4789,"Single/final payment for purchase",26771
22400,09-OCT-04,15293,4677.19,"Order was shipped",26772
22400,09-NOV-04,98766,-4677.18,"Single/final payment for purchase",26772
22401,05-NOV-04,89097,3388,"Order was shipped",26773
22401,09-DEC-04,98766,-3388,"Single/final payment for purchase",26773
22402,24-OCT-04,98766,-4963.02,"Single/final payment for purchase",26774
22402,19-SEP-04,29387,4963,"Order was shipped",26774
22403,18-OCT-04,29387,3860.49,"Order was shipped",26775
22403,19-NOV-04,98766,-3860.49,"Single/final payment for purchase",26775
22404,11-SEP-04,29387,4919.95,"Order was shipped",26776
22404,11-OCT-04,98766,-4919.94,"Single/final payment for purchase",26776
22405,06-DEC-04,98766,-4006.08,"Single/final payment for purchase",26777
22405,03-NOV-04,15293,4006.08,"Order was shipped",26777
22406,18-DEC-04,89097,-1945.82,"Monthly payment #2",26778
22406,17-SEP-04,29387,3882.7,"Order was shipped",26778
22406,18-NOV-04,34192,-1936.88,"Monthly payment #1",26778
22407,09-SEP-04,51512,3997.69,"Order was shipped",26779
22407,12-NOV-04,51512,-988.11,"Monthly payment #1",26779
22407,15-DEC-04,89097,-988.11,"Monthly payment #2",26779
22407,11-JAN-05,98766,-1033.36,"Monthly payment #3",26779
22407,11-FEB-05,87295,-988.1099,"Monthly payment #4",26779
22408,30-OCT-04,87295,3934,"Order was shipped",26780
22408,02-DEC-04,87295,-3934,"Single/final payment for purchase",26780
22409,10-JAN-05,15293,-1820.97,"Monthly payment #1",26781
22409,10-FEB-05,29387,-1863.61,"Monthly payment #2",26781
22409,09-NOV-04,87295,3684.59,"Order was shipped",26781
22410,16-OCT-04,51512,4778.28,"Order was shipped",26782
22410,19-NOV-04,29387,-4778.28,"Single/final payment for purchase",26782
22411,13-OCT-04,89097,5062.59,"Order was shipped",26783
22411,12-NOV-04,29387,-5062.61,"Single/final payment for purchase",26783
22412,15-OCT-04,89097,3388,"Order was shipped",26784
22412,18-FEB-05,98766,-793.67,"Monthly payment #3",26784
22412,22-MAR-05,51512,-864.78,"Monthly payment #4",26784
22412,16-DEC-04,46583,-864.78,"Monthly payment #1",26784
22412,14-JAN-05,29387,-864.77,"Monthly payment #2",26784
22413,15-SEP-04,51512,4766.65,"Order was shipped",26785
22413,16-OCT-04,51512,-4766.67,"Single/final payment for purchase",26785
22414,17-SEP-04,51512,4767.54,"Order was shipped",26786
22414,21-OCT-04,51512,-4767.53,"Single/final payment for purchase",26786
22415,17-OCT-04,29387,2995.6,"Order was shipped",26787
22415,19-MAY-05,34192,-432.87,"Monthly payment #6",26787
22415,14-APR-05,29387,-432.87,"Monthly payment #5",26787
22415,22-MAR-05,51512,-432.87,"Monthly payment #4",26787
22415,18-FEB-05,15293,-432.87,"Monthly payment #3",26787
22415,23-DEC-04,29387,-398.3801,"Monthly payment #1",26787
22415,17-JUN-05,29387,-432.8699,"Monthly payment #7",26787
22415,19-JAN-05,89097,-432.87,"Monthly payment #2",26787
22416,20-FEB-05,51512,-844.64,"Monthly payment #4",26788
22416,23-MAR-05,34192,-786.39,"Monthly payment #5",26788
22416,19-JAN-05,34192,-844.64,"Monthly payment #3",26788
22416,16-SEP-04,51512,5009.6,"Order was shipped",26788
22416,18-DEC-04,46583,-844.64,"Monthly payment #2",26788
22416,19-APR-05,51512,-844.6499,"Monthly payment #6",26788
22416,17-NOV-04,87295,-844.6601,"Monthly payment #1",26788
22417,22-SEP-04,29387,3958.75,"Order was shipped",26789
22417,26-OCT-04,51512,-3958.75,"Single/final payment for purchase",26789
22418,05-OCT-04,29387,3913,"Order was shipped",26790
22418,10-DEC-04,87295,-799.07,"Monthly payment #1",26790
22418,05-JAN-05,46583,-799.07,"Monthly payment #2",26790
22418,06-FEB-05,87295,-799.07,"Monthly payment #3",26790
22418,09-MAR-05,29387,-716.72,"Monthly payment #4",26790
22418,07-APR-05,34192,-799.0601,"Monthly payment #5",26790
22419,31-JAN-05,15293,-781.91,"Monthly payment #3",26791
22419,27-FEB-05,29387,-781.91,"Monthly payment #4",26791
22419,27-SEP-04,29387,3829,"Order was shipped",26791
22419,27-NOV-04,98766,-781.91,"Monthly payment #1",26791
22419,02-APR-05,51512,-701.3602,"Monthly payment #5",26791
22419,29-DEC-04,98766,-781.91,"Monthly payment #2",26791
22420,20-OCT-04,51512,3118.84,"Order was shipped",26792
22420,23-NOV-04,51512,-3118.83,"Single/final payment for purchase",26792
22421,18-SEP-04,87295,4947.59,"Order was shipped",26793
22421,21-OCT-04,51512,-4947.59,"Single/final payment for purchase",26793
22422,10-SEP-04,29387,5121.47,"Order was shipped",26794
22422,14-OCT-04,51512,-5121.49,"Single/final payment for purchase",26794
22423,30-NOV-04,51512,-3654.4,"Single/final payment for purchase",26795
22423,29-OCT-04,29387,3654.4,"Order was shipped",26795
22424,01-OCT-04,29387,4757.2,"Order was shipped",26796
22424,02-NOV-04,29387,-4757.2,"Single/final payment for purchase",26796
22425,22-MAR-05,89097,-644.21,"Monthly payment #4",26797
22425,19-APR-05,98766,-644.21,"Monthly payment #5",26797
22425,20-MAY-05,87295,-644.21,"Monthly payment #6",26797
22425,20-JUL-05,87295,-644.1699,"Monthly payment #8",26797
22425,19-JAN-05,29387,-644.21,"Monthly payment #2",26797
22425,23-DEC-04,98766,-644.2301,"Monthly payment #1",26797
22425,18-OCT-04,87295,5153.64,"Order was shipped",26797
22425,20-JUN-05,29387,-644.21,"Monthly payment #7",26797
22425,20-FEB-05,98766,-644.21,"Monthly payment #3",26797
22426,17-OCT-04,29387,3875.4,"Order was shipped",26798
22426,17-NOV-04,87295,-3875.39,"Single/final payment for purchase",26798
22427,29-OCT-04,87295,4668,"Order was shipped",26799
22427,28-MAR-05,51512,-1197.25,"Monthly payment #4",26799
22427,28-FEB-05,34192,-1197.25,"Monthly payment #3",26799
22427,04-JAN-05,34192,-1076.25,"Monthly payment #1",26799
22427,30-JAN-05,15293,-1197.25,"Monthly payment #2",26799
22428,27-SEP-04,87295,4299.4,"Order was shipped",26800
22428,02-NOV-04,51512,-4299.4,"Single/final payment for purchase",26800
22429,23-JAN-05,87295,-790.49,"Monthly payment #3",26801
22429,24-FEB-05,51512,-790.49,"Monthly payment #4",26801
22429,23-NOV-04,51512,-790.49,"Monthly payment #1",26801
22429,23-SEP-04,51512,3870.99,"Order was shipped",26801
22429,27-MAR-05,51512,-790.48,"Monthly payment #5",26801
22429,24-DEC-04,34192,-709.04,"Monthly payment #2",26801
22430,03-OCT-04,87295,3829,"Order was shipped",26802
22430,04-NOV-04,51512,-3829,"Single/final payment for purchase",26802
22431,10-JAN-05,46583,-488.12,"Monthly payment #3",26803
22431,11-MAY-05,87295,-488.1399,"Monthly payment #7",26803
22431,11-APR-05,34192,-488.12,"Monthly payment #6",26803
22431,12-FEB-05,51512,-488.12,"Monthly payment #4",26803
22431,12-DEC-04,98766,-488.12,"Monthly payment #2",26803
22431,09-NOV-04,46583,-488.1301,"Monthly payment #1",26803
20402,09-DEC-03,51512,-1745.63,"Monthly payment #2",24194
20402,09-NOV-03,51512,-1785.51,"Monthly payment #1",24194
20402,07-SEP-03,87295,3531.15,"Order was shipped",24194
20403,01-FEB-04,46583,-1235.25,"Monthly payment #2",24195
20403,02-NOV-03,87295,3748.15,"Order was shipped",24195
20403,04-JAN-04,89097,-1235.25,"Monthly payment #1",24195
20403,04-MAR-04,51512,-1277.64,"Monthly payment #3",24195
20404,23-NOV-03,51512,-4279.78,"Single/final payment for purchase",24196
20404,23-OCT-03,15293,4279.79,"Order was shipped",24196
20405,22-OCT-03,89097,2928.13,"Order was shipped",24197
20405,25-NOV-03,51512,-2928.12,"Single/final payment for purchase",24197
20406,19-OCT-03,29387,4831.89,"Order was shipped",24198
20406,25-DEC-03,89097,-2415.97,"Monthly payment #1",24198
20406,18-JAN-04,46583,-2415.94,"Monthly payment #2",24198
20407,20-SEP-03,29387,2974.39,"Order was shipped",24199
20407,25-OCT-03,46583,-2974.38,"Single/final payment for purchase",24199
20408,27-OCT-03,46583,-2751.25,"Single/final payment for purchase",24200
20408,25-SEP-03,29387,2751.25,"Order was shipped",24200
20409,20-NOV-03,46583,-4182.78,"Single/final payment for purchase",24201
20409,18-OCT-03,89097,4182.79,"Order was shipped",24201
20410,01-NOV-03,87295,2995.6,"Order was shipped",24202
20410,04-DEC-03,46583,-2995.6,"Single/final payment for purchase",24202
20411,11-MAR-04,46583,-699.41,"Monthly payment #3",24203
20411,04-APR-04,87295,-811.94,"Monthly payment #4",24203
20411,07-FEB-04,15293,-811.94,"Monthly payment #2",24203
20411,07-JAN-04,46583,-811.94,"Monthly payment #1",24203
20411,06-NOV-03,29387,3947.16,"Order was shipped",24203
20411,11-MAY-04,34192,-811.9299,"Monthly payment #5",24203
20412,20-SEP-03,89097,4724.05,"Order was shipped",24204
20412,22-OCT-03,34192,-4724.04,"Single/final payment for purchase",24204
20413,26-SEP-03,87295,3813.03,"Order was shipped",24205
20413,26-OCT-03,34192,-3813.02,"Single/final payment for purchase",24205
20414,27-OCT-03,89097,2965.75,"Order was shipped",24206
20414,29-NOV-03,34192,-2965.75,"Single/final payment for purchase",24206
20415,06-SEP-03,87295,2898.79,"Order was shipped",24207
20415,19-JAN-05,89097,3200.39,"Order was shipped",27120
20415,19-FEB-05,34192,-3298.21,"Single/final payment for purchase",27120
20415,08-OCT-03,34192,-2800.96,"Single/final payment for purchase",24207
20416,16-SEP-03,87295,2905,"Order was shipped",24208
20416,17-OCT-03,34192,-2905,"Single/final payment for purchase",24208
20417,22-OCT-03,87295,2864.37,"Order was shipped",24209
20417,26-NOV-03,34192,-2864.37,"Single/final payment for purchase",24209
20418,16-OCT-03,89097,3780.85,"Order was shipped",24210
20418,14-NOV-03,34192,-3780.85,"Single/final payment for purchase",24210
20419,30-JAN-04,98766,-334.52,"Monthly payment #2",24211
20419,29-JUL-04,29387,-255.55,"Monthly payment #8",24211
20419,27-JUN-04,87295,-334.52,"Monthly payment #7",24211
20419,26-MAY-04,15293,-334.52,"Monthly payment #6",24211
20419,28-APR-04,29387,-334.52,"Monthly payment #5",24211
20419,29-FEB-04,46583,-334.52,"Monthly payment #3",24211
20419,24-DEC-03,89097,-334.52,"Monthly payment #1",24211
20419,25-OCT-03,87295,2597.19,"Order was shipped",24211
20419,02-APR-04,46583,-334.52,"Monthly payment #4",24211
20420,25-SEP-03,87295,4248.99,"Order was shipped",24212
20420,01-DEC-03,89097,-778.16,"Monthly payment #1",24212
20420,28-DEC-03,51512,-867.71,"Monthly payment #2",24212
20420,31-JAN-04,89097,-867.71,"Monthly payment #3",24212
20420,25-FEB-04,15293,-867.71,"Monthly payment #4",24212
20420,26-MAR-04,34192,-867.6897,"Monthly payment #5",24212
20421,28-OCT-03,87295,3169.52,"Order was shipped",24213
20421,30-NOV-03,34192,-3169.52,"Single/final payment for purchase",24213
20422,29-OCT-03,34192,-2534.99,"Single/final payment for purchase",24214
20422,27-SEP-03,89097,2534.99,"Order was shipped",24214
20423,11-SEP-03,89097,3010,"Order was shipped",24215
20423,15-OCT-03,34192,-3010,"Single/final payment for purchase",24215
20424,06-NOV-03,89097,2846.8,"Order was shipped",24216
20424,09-DEC-03,34192,-2846.8,"Single/final payment for purchase",24216
20425,07-NOV-03,29387,3121.4,"Order was shipped",24217
20425,06-DEC-03,34192,-3121.4,"Single/final payment for purchase",24217
20426,21-OCT-03,29387,4778.28,"Order was shipped",24218
20426,23-NOV-03,34192,-4778.28,"Single/final payment for purchase",24218
20427,19-JAN-04,46583,-506.41,"Monthly payment #3",24219
20427,21-MAY-04,29387,-506.4199,"Monthly payment #7",24219
20427,17-APR-04,51512,-506.41,"Monthly payment #6",24219
20427,15-FEB-04,51512,-506.41,"Monthly payment #4",24219
20427,21-DEC-03,87295,-506.41,"Monthly payment #2",24219
20427,19-NOV-03,29387,-506.41,"Monthly payment #1",24219
20427,16-SEP-03,29387,3455.79,"Order was shipped",24219
20427,22-MAR-04,34192,-417.31,"Monthly payment #5",24219
20428,18-OCT-03,29387,3023.59,"Order was shipped",24220
20428,18-NOV-03,29387,-3023.58,"Single/final payment for purchase",24220
20429,08-OCT-03,89097,3932.6,"Order was shipped",24221
20429,09-NOV-03,29387,-3932.6,"Single/final payment for purchase",24221
20430,11-OCT-03,51512,3504.39,"Order was shipped",24222
20430,14-NOV-03,29387,-3504.38,"Single/final payment for purchase",24222
20431,15-JAN-04,29387,-1555.69,"Monthly payment #2",24223
20431,11-OCT-03,15293,3178,"Order was shipped",24223
20431,15-DEC-03,29387,-1622.31,"Monthly payment #1",24223
20432,16-OCT-03,29387,2922.85,"Order was shipped",24224
20432,20-DEC-03,46583,-413.75,"Monthly payment #1",24224
20432,20-FEB-04,51512,-413.75,"Monthly payment #3",24224
20432,19-MAR-04,15293,-413.75,"Monthly payment #4",24224
20432,16-APR-04,51512,-440.35,"Monthly payment #5",24224
20432,17-MAY-04,89097,-413.75,"Monthly payment #6",24224
20432,21-JUN-04,15293,-413.75,"Monthly payment #7",24224
20432,21-JAN-04,87295,-413.75,"Monthly payment #2",24224
20433,20-OCT-03,89097,3801.19,"Order was shipped",24225
20433,22-NOV-03,15293,-3801.19,"Single/final payment for purchase",24225
20434,13-OCT-03,29387,3849.99,"Order was shipped",24226
20434,14-NOV-03,15293,-3849.98,"Single/final payment for purchase",24226
20435,06-NOV-03,15293,-2550.38,"Single/final payment for purchase",24227
20435,08-OCT-03,51512,2550.39,"Order was shipped",24227
20436,20-OCT-03,15293,2860.29,"Order was shipped",24228
20436,17-NOV-03,15293,-2860.29,"Single/final payment for purchase",24228
20437,05-NOV-03,87295,2610.99,"Order was shipped",24229
20437,10-DEC-03,15293,-2610.99,"Single/final payment for purchase",24229
20438,25-SEP-03,29387,3281.6,"Order was shipped",24230
20438,29-OCT-03,15293,-3281.6,"Single/final payment for purchase",24230
20439,09-OCT-03,87295,4430,"Order was shipped",24231
20439,12-NOV-03,15293,-4430.02,"Single/final payment for purchase",24231
20440,04-OCT-03,87295,4842.62,"Order was shipped",24232
20440,06-NOV-03,15293,-4842.61,"Single/final payment for purchase",24232
20441,11-SEP-03,15293,4399.99,"Order was shipped",24233
20441,11-NOV-03,87295,-2043.03,"Monthly payment #1",24233
20441,13-DEC-03,51512,-2356.95,"Monthly payment #2",24233
20442,24-OCT-03,51512,2987.19,"Order was shipped",24234
20442,27-NOV-03,51512,-2987.19,"Single/final payment for purchase",24234
20443,01-NOV-03,51512,2460.62,"Order was shipped",24235
20443,02-DEC-03,51512,-2460.62,"Single/final payment for purchase",24235
20444,01-OCT-03,87295,5267.19,"Order was shipped",24236
20444,30-OCT-03,51512,-5267.18,"Single/final payment for purchase",24236
20445,24-OCT-03,89097,4119.2,"Order was shipped",24237
20445,26-NOV-03,51512,-4119.19,"Single/final payment for purchase",24237
20446,18-SEP-03,89097,3006.2,"Order was shipped",24238
20446,21-OCT-03,51512,-3006.2,"Single/final payment for purchase",24238
20447,14-OCT-03,29387,4252.75,"Order was shipped",24239
20447,18-DEC-03,46583,-2126.38,"Monthly payment #1",24239
20447,18-JAN-04,98766,-2126.37,"Monthly payment #2",24239
21058,17-MAR-04,87295,-670.3699,"Monthly payment #1",25390
21058,16-APR-04,89097,-573.38,"Monthly payment #2",25390
21058,21-MAY-04,34192,-670.35,"Monthly payment #3",25390
21058,15-JUN-04,29387,-670.35,"Monthly payment #4",25390
21058,18-JUL-04,34192,-670.35,"Monthly payment #5",25390
21058,17-AUG-04,51512,-670.35,"Monthly payment #6",25390
21058,17-SEP-04,51512,-670.3701,"Monthly payment #7",25390
21059,29-FEB-04,51512,-5024.31,"Single/final payment for purchase",25391
21059,23-JAN-04,51512,5024.29,"Order was shipped",25391
21060,13-NOV-03,89097,4889.49,"Order was shipped",25392
21060,17-DEC-03,51512,-4889.49,"Single/final payment for purchase",25392
21061,13-FEB-04,51512,3138,"Order was shipped",25393
21061,14-MAR-04,51512,-3138,"Single/final payment for purchase",25393
21062,27-NOV-03,51512,3695.05,"Order was shipped",25394
21062,30-JAN-04,29387,-1847.53,"Monthly payment #1",25394
21062,03-MAR-04,29387,-1847.52,"Monthly payment #2",25394
21063,28-DEC-03,51512,2837.05,"Order was shipped",25395
21063,29-JAN-04,29387,-2837.05,"Single/final payment for purchase",25395
21064,24-JAN-04,87295,3126.63,"Order was shipped",25396
21064,24-FEB-04,29387,-3126.63,"Single/final payment for purchase",25396
21065,29-DEC-03,29387,3030,"Order was shipped",25397
21065,26-JAN-04,29387,-3030,"Single/final payment for purchase",25397
21066,10-DEC-03,29387,4385.49,"Order was shipped",25398
21066,13-JAN-04,29387,-4385.48,"Single/final payment for purchase",25398
21067,07-JUL-04,46583,-420.32,"Monthly payment #6",25399
21067,03-DEC-03,51512,3293.5,"Order was shipped",25399
21067,04-AUG-04,34192,-420.32,"Monthly payment #7",25399
21067,02-JUN-04,89097,-420.32,"Monthly payment #5",25399
21067,09-MAY-04,98766,-420.32,"Monthly payment #4",25399
21067,06-APR-04,51512,-351.24,"Monthly payment #3",25399
21067,09-MAR-04,29387,-420.32,"Monthly payment #2",25399
21067,04-FEB-04,89097,-420.3302,"Monthly payment #1",25399
21067,04-SEP-04,29387,-420.3298,"Monthly payment #8",25399
21068,15-NOV-03,29387,4118.13,"Order was shipped",25400
21068,22-DEC-03,29387,-4118.15,"Single/final payment for purchase",25400
21069,16-JAN-04,29387,-3287.5,"Single/final payment for purchase",25401
21069,14-DEC-03,29387,3287.5,"Order was shipped",25401
21070,21-JUN-04,51512,-1284.9,"Monthly payment #4",25402
21070,21-MAY-04,87295,-1333.99,"Monthly payment #3",25402
21070,19-APR-04,98766,-1333.99,"Monthly payment #2",25402
21070,21-JAN-04,87295,5286.87,"Order was shipped",25402
21070,25-MAR-04,46583,-1334.01,"Monthly payment #1",25402
21071,05-MAR-04,87295,3891.29,"Order was shipped",25403
21071,04-APR-04,51512,-3891.29,"Single/final payment for purchase",25403
21072,06-JAN-04,89097,2653,"Order was shipped",25404
21072,08-FEB-04,51512,-2653,"Single/final payment for purchase",25404
21073,12-JAN-04,89097,2960,"Order was shipped",25405
21073,14-FEB-04,51512,-2960,"Single/final payment for purchase",25405
21074,23-MAR-04,29387,-553.85,"Monthly payment #1",25406
21074,19-AUG-04,87295,-624.73,"Monthly payment #6",25406
21074,18-SEP-04,87295,-624.73,"Monthly payment #7",25406
21074,23-JUL-04,15293,-624.73,"Monthly payment #5",25406
21074,20-APR-04,34192,-624.73,"Monthly payment #2",25406
21074,19-JAN-04,89097,4302.24,"Order was shipped",25406
21074,24-MAY-04,29387,-624.73,"Monthly payment #3",25406
21074,20-JUN-04,51512,-624.73,"Monthly payment #4",25406
21075,01-MAR-04,29387,3582.29,"Order was shipped",25407
21075,08-MAY-04,46583,-1863.61,"Monthly payment #1",25407
21075,01-JUN-04,46583,-1863.61,"Monthly payment #2",25407
21075,02-JAN-05,87295,2593.49,"Order was shipped",27100
21075,31-JAN-05,46583,-2448.55,"Single/final payment for purchase",27100
21076,20-DEC-03,51512,4091.49,"Order was shipped",25408
21076,23-JAN-04,46583,-4091.48,"Single/final payment for purchase",25408
21077,25-DEC-03,15293,4228,"Order was shipped",25409
21077,24-FEB-04,29387,-2069.47,"Monthly payment #1",25409
21077,29-MAR-04,29387,-2158.55,"Monthly payment #2",25409
21078,14-DEC-03,15293,4490,"Order was shipped",25410
21078,16-JAN-04,29387,-4490.02,"Single/final payment for purchase",25410
21079,05-MAR-04,87295,4044.99,"Order was shipped",25411
21079,07-APR-04,29387,-4044.99,"Single/final payment for purchase",25411
21080,19-JUL-04,15293,-583.02,"Monthly payment #4",25412
21080,17-FEB-04,87295,4081.14,"Order was shipped",25412
21080,20-APR-04,46583,-583.02,"Monthly payment #1",25412
21080,18-MAY-04,87295,-583.02,"Monthly payment #2",25412
21080,16-JUN-04,51512,-583.02,"Monthly payment #3",25412
21080,19-AUG-04,87295,-583.02,"Monthly payment #5",25412
21080,18-OCT-04,98766,-583.0098,"Monthly payment #7",25412
21080,21-SEP-04,29387,-583.02,"Monthly payment #6",25412
21081,13-MAR-04,89097,-343.91,"Monthly payment #1",25413
21081,15-APR-04,15293,-343.91,"Monthly payment #2",25413
21081,10-MAY-04,87295,-343.91,"Monthly payment #3",25413
21081,13-JUN-04,87295,-343.91,"Monthly payment #4",25413
21081,12-JUL-04,29387,-287.66,"Monthly payment #5",25413
21081,11-AUG-04,29387,-343.91,"Monthly payment #6",25413
21081,10-SEP-04,98766,-343.91,"Monthly payment #7",25413
21081,11-OCT-04,51512,-343.8801,"Monthly payment #8",25413
21081,11-JAN-04,87295,2695,"Order was shipped",25413
21082,06-MAR-04,51512,4020.1,"Order was shipped",25414
21082,09-APR-04,51512,-4020.1,"Single/final payment for purchase",25414
21083,19-NOV-03,51512,4301.49,"Order was shipped",25415
21083,24-DEC-03,51512,-4301.48,"Single/final payment for purchase",25415
21084,19-JAN-04,29387,5310.54,"Order was shipped",25416
21084,20-FEB-04,87295,-5310.54,"Single/final payment for purchase",25416
21085,05-APR-04,51512,-2853.74,"Single/final payment for purchase",25417
21085,02-MAR-04,51512,2853.74,"Order was shipped",25417
21086,28-FEB-04,87295,4521.69,"Order was shipped",25418
21086,30-MAR-04,51512,-4521.68,"Single/final payment for purchase",25418
21087,01-DEC-03,51512,3218.2,"Order was shipped",25419
21087,01-JAN-04,51512,-3170.44,"Single/final payment for purchase",25419
21087,16-DEC-04,15293,4119.2,"Order was shipped",27230
21087,23-JAN-05,51512,-4166.94,"Single/final payment for purchase",27230
21088,09-FEB-04,29387,2768.74,"Order was shipped",25420
21088,13-MAR-04,51512,-2768.73,"Single/final payment for purchase",25420
21089,07-FEB-04,51512,3842.94,"Order was shipped",25421
21089,10-MAR-04,51512,-3842.94,"Single/final payment for purchase",25421
21090,15-MAY-04,87295,-1434.19,"Monthly payment #3",25422
21090,12-APR-04,51512,-1474.78,"Monthly payment #2",25422
21090,17-MAR-04,15293,-1474.8,"Monthly payment #1",25422
21090,11-JAN-04,15293,4383.75,"Order was shipped",25422
21091,21-MAR-04,87295,-3948.12,"Single/final payment for purchase",25423
21091,18-FEB-04,29387,3948.12,"Order was shipped",25423
21092,19-JAN-04,51512,5148.74,"Order was shipped",25424
21092,26-FEB-04,87295,-5148.73,"Single/final payment for purchase",25424
21093,06-APR-04,87295,-4209.87,"Single/final payment for purchase",25425
21093,08-MAR-04,87295,4209.85,"Order was shipped",25425
21094,29-AUG-04,46583,-529.39,"Monthly payment #6",25426
21094,02-AUG-04,87295,-529.39,"Monthly payment #5",25426
21094,29-JUN-04,89097,-529.39,"Monthly payment #4",25426
21094,30-MAY-04,29387,-529.39,"Monthly payment #3",25426
