PURCHASEORDERID,EMPLOYEEID,MANUFACTURERID,TOTALLIST,SHIPPINGCOST,DISCOUNT,ORDERDATE,RECEIVEDATE,AMOUNTDUE
8440,87295,54,624.8,20,1.37,1-Feb-02,4-Feb-02,643.43
8441,22343,55,13740.85,20,56.23,1-Feb-02,18-Feb-02,13704.62
8442,89097,56,4705.56,20,134.99,1-Feb-02,10-Feb-02,4590.57
8443,22343,58,8196.41,20,375.08,1-Feb-02,12-Feb-02,7841.33
8444,22343,59,3704.02,20,129.54,1-Feb-02,4-Feb-02,3594.48
8445,88873,60,6800.68,20,153.31,1-Feb-02,7-Feb-02,6667.37
8446,88873,2,42452.68,20,515.28,1-Mar-02,14-Mar-02,41957.4
8447,73735,3,7414.43,20,253.34,1-Mar-02,13-Mar-02,7181.09
8448,88873,4,3933.9,20,86.09,1-Mar-02,1-Mar-02,3867.81
8449,73735,9,9922.13,20,154.24,1-Mar-02,11-Mar-02,9787.89
8450,88873,16,60248.95,20,921.59,1-Mar-02,18-Mar-02,59347.36
8451,88873,21,1990.59,20,32.8,1-Mar-02,12-Mar-02,1977.79
8452,15293,30,3757.69,20,45.58,1-Mar-02,14-Mar-02,3732.11
8453,51512,32,2115.36,20,57.7,1-Mar-02,1-Mar-02,2077.66
8454,87295,37,3613.55,20,110.31,1-Mar-02,12-Mar-02,3523.24
8455,88873,38,1814.98,20,52.43,1-Mar-02,19-Mar-02,1782.55
8456,29387,39,3473.92,20,90.47,1-Mar-02,11-Mar-02,3403.45
8457,22343,40,4473.96,20,62,1-Mar-02,4-Mar-02,4431.96
8458,87295,44,8728.42,20,3.64,1-Mar-02,8-Mar-02,8744.78
8459,89097,46,317.03,20,7.82,1-Mar-02,4-Mar-02,329.21
8460,51512,47,7779.52,20,318.96,1-Mar-02,10-Mar-02,7480.56
8461,87295,53,3268.83,20,46.5,1-Mar-02,16-Mar-02,3242.33
8462,22343,54,62.88,20,0.9,1-Mar-02,14-Mar-02,81.98
8463,22343,55,14295.87,20,649.59,1-Mar-02,6-Mar-02,13666.28
8464,88873,56,5102.07,20,252.39,1-Mar-02,8-Mar-02,4869.68
8465,29387,58,10427.97,20,103.7,1-Mar-02,7-Mar-02,10344.27
8466,51512,59,3854.94,20,40.52,1-Mar-02,12-Mar-02,3834.42
8467,29387,60,3661.2,20,28.63,1-Mar-02,1-Mar-02,3652.57
8468,89097,2,58285.57,20,1303.69,1-Apr-02,4-Apr-02,57001.88
8469,88873,3,8620.25,20,351.96,1-Apr-02,11-Apr-02,8288.29
8470,88873,4,5386.04,20,25.73,1-Apr-02,4-Apr-02,5380.31
8471,29387,9,12518.4,20,417.6,1-Apr-02,20-Apr-02,12120.8
8472,73735,16,45056.66,20,1117.01,1-Apr-02,17-Apr-02,43959.65
8473,73735,21,2267.69,20,38.99,1-Apr-02,4-Apr-02,2248.7
8474,88873,30,2704.23,20,4.34,1-Apr-02,14-Apr-02,2719.89
8475,88873,32,2704.5,20,61.68,1-Apr-02,4-Apr-02,2662.82
8476,87295,37,5325.66,20,234.39,1-Apr-02,3-Apr-02,5111.27
8477,22343,38,2042.74,20,17.59,1-Apr-02,10-Apr-02,2045.15
8478,87295,39,4319.85,20,177.06,1-Apr-02,3-Apr-02,4162.79
8479,88873,40,5671.45,20,225.33,1-Apr-02,20-Apr-02,5466.12
8480,73735,44,11992,20,114.27,1-Apr-02,11-Apr-02,11897.73
8481,29387,46,614.35,20,13.32,1-Apr-02,15-Apr-02,621.03
8482,87295,47,5234.88,20,55.74,1-Apr-02,2-Apr-02,5199.14
8483,87295,53,4321.45,20,188.29,1-Apr-02,19-Apr-02,4153.16
8484,22343,54,430.15,20,2.99,1-Apr-02,3-Apr-02,447.16
8485,88873,55,17327.93,20,834.73,1-Apr-02,3-Apr-02,16513.2
8486,73735,56,5718.9,20,273.25,1-Apr-02,9-Apr-02,5465.65
7633,51512,42,6803.84,20,210.64,1-May-01,20-May-01,6613.2
7634,22343,44,540.17,20,2.85,1-May-01,5-May-01,557.32
7635,88873,45,16411.16,20,136.29,1-May-01,11-May-01,16294.87
7636,73735,46,747.52,20,1.29,1-May-01,21-May-01,766.23
7637,22343,47,2527.2,20,85.83,1-May-01,8-May-01,2461.37
7638,29387,48,4228.01,20,190.59,1-May-01,24-May-01,4057.42
7639,73735,49,6554.79,20,50.01,1-May-01,28-May-01,6524.78
7640,87295,50,1367.82,20,4.42,1-May-01,2-May-01,1383.4
7641,88873,52,2375.55,20,77.32,1-May-01,8-May-01,2318.23
7642,88873,2,77467.9,20,37.86,1-Jun-01,10-Jul-01,77450.04
7643,89097,3,13090.75,20,96.66,1-Jun-01,4-Jun-01,13014.09
7644,87295,4,1887,20,84.33,1-Jun-01,8-Jul-01,1822.67
7645,22343,5,462.15,20,14.73,1-Jun-01,2-Jun-01,467.42
7646,73735,6,4306.86,20,83.36,1-Jun-01,5-Jul-01,4243.5
7647,73735,8,25870.59,20,927.71,1-Jun-01,27-Jun-01,24962.88
7648,87295,9,4058.75,20,167.56,1-Jun-01,14-Jun-01,3911.19
7649,51512,10,4503.38,20,199.83,1-Jun-01,1-Jun-01,4323.55
7650,88873,11,294.71,20,4.17,1-Jun-01,14-Jun-01,310.54
7651,88873,14,2041.8,20,93.41,1-Jun-01,14-Jun-01,1968.39
7652,22343,15,2760.92,20,83.4,1-Jun-01,10-Jun-01,2697.52
7653,73735,16,36371.02,20,815.01,1-Jun-01,20-Jun-01,35576.01
7654,22343,18,3462.15,20,43.69,1-Jun-01,25-Jun-01,3438.46
7655,29387,33,26318.65,20,778.59,1-Jun-01,19-Jun-01,25560.06
7656,88873,34,16535.8,20,265.32,1-Jun-01,6-Jun-01,16290.48
7657,88873,39,4188.36,20,32.52,1-Jun-01,25-Jun-01,4175.84
7658,51512,42,9984.53,20,147.21,1-Jun-01,3-Jun-01,9857.32
7659,73735,44,390.6,20,10.71,1-Jun-01,17-Jun-01,399.89
7660,29387,45,20991.92,20,432.88,1-Jun-01,6-Jun-01,20579.04
7661,22343,46,762.24,20,20.46,1-Jun-01,29-Jun-01,761.78
7662,89097,47,2268,20,81.3,1-Jun-01,15-Jun-01,2206.7
7663,15293,48,5413.98,20,90.15,1-Jun-01,12-Jun-01,5343.83
7664,29387,49,7698.63,20,55.54,1-Jun-01,1-Jun-01,7663.09
7665,73735,50,1042.58,20,38.33,1-Jun-01,23-Jun-01,1024.25
7666,88873,52,3148.8,20,37.71,1-Jun-01,27-Jun-01,3131.09
7667,51512,2,81544.77,20,3179.88,1-Jul-01,21-Jul-01,78384.89
7668,51512,3,11763.34,20,187.11,1-Jul-01,25-Jul-01,11596.23
7669,87295,4,1026.48,20,0.55,1-Jul-01,1-Jul-01,1045.93
7670,73735,5,239.76,20,9.82,1-Jul-01,6-Jul-01,249.94
7671,22343,6,4127.88,20,26.68,1-Jul-01,11-Jul-01,4121.2
7672,29387,8,29048.65,20,1405,1-Jul-01,9-Aug-01,27663.65
7673,22343,9,3639,20,6.68,1-Jul-01,4-Jul-01,3652.32
7674,51512,10,4947.33,20,218.11,1-Jul-01,19-Jul-01,4749.22
7675,87295,11,231.28,20,5.64,1-Jul-01,8-Jul-01,245.64
7676,73735,14,2187.36,20,88.52,1-Jul-01,10-Jul-01,2118.84
7677,73735,15,2899.2,20,105.34,1-Jul-01,24-Jul-01,2813.86
7678,51512,16,24158.87,20,603.72,1-Jul-01,8-Aug-01,23575.15
7679,22343,18,3254.72,20,141.98,1-Jul-01,9-Aug-01,3132.74
7680,88873,33,18802.47,20,210.06,1-Jul-01,4-Aug-01,18612.41
7681,15293,34,19556.69,20,887.52,1-Jul-01,2-Aug-01,18689.17
7682,89097,39,4420.3,20,144.68,1-Jul-01,21-Jul-01,4295.62
7683,22343,42,7408.62,20,131.17,1-Jul-01,15-Jul-01,7297.45
7684,29387,44,426.16,20,1.82,1-Jul-01,7-Aug-01,444.34
7685,22343,45,20943.66,20,1032.25,1-Jul-01,22-Jul-01,19931.41
7686,88873,46,354.16,20,12.25,1-Jul-01,4-Jul-01,361.91
7687,51512,47,2382.6,20,20.22,1-Jul-01,13-Jul-01,2382.38
7688,73735,48,4966.4,20,202.61,1-Jul-01,6-Aug-01,4783.79
7689,87295,49,7932.73,20,269.98,1-Jul-01,15-Jul-01,7682.75
7690,88873,50,1843.2,20,45.37,1-Jul-01,24-Jul-01,1817.83
7691,88873,52,2991.06,20,12.06,1-Jul-01,27-Jul-01,2999
7692,88873,2,77341.47,20,844.63,1-Aug-01,6-Aug-01,76516.84
7693,89097,3,11914.89,20,270.66,1-Aug-01,2-Sep-01,11664.23
7694,88873,4,1901.4,20,69.96,1-Aug-01,3-Sep-01,1851.44
7695,51512,5,430.05,20,2.52,1-Aug-01,3-Sep-01,447.53
7696,88873,6,4705.19,20,17.96,1-Aug-01,9-Sep-01,4707.23
7697,88873,8,25384.27,20,645.54,1-Aug-01,7-Aug-01,24758.73
7698,88873,9,3919.2,20,26.15,1-Aug-01,16-Aug-01,3913.05
7699,88873,10,4559.46,20,186.46,1-Aug-01,14-Aug-01,4393
7700,88873,11,384.04,20,3.11,1-Aug-01,26-Aug-01,400.93
7701,22343,14,1926.45,20,65.2,1-Aug-01,31-Aug-01,1881.25
7702,51512,15,2761.28,20,53.6,1-Aug-01,21-Aug-01,2727.68
7703,88873,16,34411.72,20,288.86,1-Aug-01,7-Aug-01,34142.86
7704,22343,18,5458.2,20,85.31,1-Aug-01,6-Sep-01,5392.89
7705,73735,33,23543.95,20,192.26,1-Aug-01,19-Aug-01,23371.69
7706,88873,34,20290.93,20,47.6,1-Aug-01,8-Sep-01,20263.33
7707,73735,39,4162.07,20,148.89,1-Aug-01,25-Aug-01,4033.18
7708,73735,42,9518.55,20,133.57,1-Aug-01,24-Aug-01,9404.98
7709,51512,44,675.05,20,15.74,1-Aug-01,18-Aug-01,679.31
7710,15293,45,20452.69,20,736.23,1-Aug-01,4-Aug-01,19736.46
7711,22343,46,669.45,20,9.88,1-Aug-01,21-Aug-01,679.57
7712,73735,47,2090.4,20,9.71,1-Aug-01,3-Aug-01,2100.69
7713,15293,48,5087.68,20,171.62,1-Aug-01,12-Aug-01,4936.06
7714,88873,49,7650.72,20,25.01,1-Aug-01,23-Aug-01,7645.71
7715,87295,50,1101.1,20,24.77,1-Aug-01,9-Aug-01,1096.33
7716,22343,52,3058.56,20,100.93,1-Aug-01,4-Aug-01,2977.63
7717,51512,2,85614.09,20,3283.83,1-Sep-01,30-Sep-01,82350.26
7718,88873,3,12394.78,20,272.23,1-Sep-01,2-Sep-01,12142.55
7719,73735,4,1335.5,20,19.44,1-Sep-01,10-Sep-01,1336.06
7720,22343,5,294.5,20,12.66,1-Sep-01,19-Sep-01,301.84
7721,51512,6,4653.95,20,212.53,1-Sep-01,4-Oct-01,4461.42
7722,15293,8,27410.28,20,902.6,1-Sep-01,2-Oct-01,26527.68
7723,29387,9,3836.25,20,115.87,1-Sep-01,9-Oct-01,3740.38
7724,51512,10,5039.52,20,208.3,1-Sep-01,18-Sep-01,4851.22
7725,73735,11,393.87,20,6.74,1-Sep-01,1-Oct-01,407.13
7726,87295,14,1364.39,20,21.57,1-Sep-01,25-Sep-01,1362.82
7727,73735,15,2786.64,20,10.84,1-Sep-01,4-Sep-01,2795.8
7728,29387,16,25797.82,20,718.01,1-Sep-01,4-Oct-01,25099.81
7729,51512,18,6512.22,20,104.92,1-Sep-01,9-Sep-01,6427.3
7730,73735,33,19700.37,20,973.8,1-Sep-01,14-Sep-01,18746.57
7731,88873,34,17984.94,20,191.82,1-Sep-01,27-Sep-01,17813.12
7732,22343,39,4658.12,20,195.04,1-Sep-01,23-Sep-01,4483.08
7733,22343,42,7698.96,20,55.93,1-Sep-01,6-Sep-01,7663.03
7734,22343,44,768.42,20,22.78,1-Sep-01,7-Oct-01,765.64
7735,87295,45,23731.92,20,367.02,1-Sep-01,3-Oct-01,23384.9
7736,88873,46,447.1,20,20.45,1-Sep-01,26-Sep-01,446.65
7737,87295,47,2008.44,20,74.09,1-Sep-01,24-Sep-01,1954.35
7738,29387,48,5297.66,20,247.36,1-Sep-01,4-Sep-01,5070.3
7739,88873,49,9271.78,20,323.03,1-Sep-01,27-Sep-01,8968.75
7740,73735,50,1632.8,20,13.43,1-Sep-01,18-Sep-01,1639.37
7741,88873,52,3372.16,20,87.53,1-Sep-01,5-Oct-01,3304.63
7742,73735,2,73757.62,20,3233.01,1-Oct-01,11-Oct-01,70544.61
7743,29387,3,9083.49,20,417.22,1-Oct-01,30-Oct-01,8686.27
7744,22343,4,1433.96,20,21.89,1-Oct-01,7-Nov-01,1432.07
7745,73735,5,342.1,20,6.52,1-Oct-01,4-Oct-01,355.58
7746,51512,6,4312.52,20,41.71,1-Oct-01,28-Oct-01,4290.81
7747,29387,8,27857.35,20,410.04,1-Oct-01,8-Oct-01,27467.31
7748,73735,9,2971.24,20,123.08,1-Oct-01,26-Oct-01,2868.16
7749,88873,10,4893.1,20,236.15,1-Oct-01,23-Oct-01,4676.95
7750,73735,11,396.66,20,0.88,1-Oct-01,7-Nov-01,415.78
7751,87295,14,1996.36,20,13.28,1-Oct-01,15-Oct-01,2003.08
7752,87295,15,2617.89,20,119.22,1-Oct-01,3-Nov-01,2518.67
7753,51512,16,26162.91,20,1136.63,1-Oct-01,17-Oct-01,25046.28
7754,22343,18,6338.25,20,313.01,1-Oct-01,24-Oct-01,6045.24
7755,89097,33,20673.8,20,186.06,1-Oct-01,26-Oct-01,20507.74
7756,73735,34,14289.77,20,351.32,1-Oct-01,4-Oct-01,13958.45
7757,29387,39,4007.49,20,8.18,1-Oct-01,20-Oct-01,4019.31
7758,29387,42,7662.24,20,369.72,1-Oct-01,2-Oct-01,7312.52
7759,88873,44,731.64,20,29.93,1-Oct-01,6-Nov-01,721.71
7760,22343,45,22148.08,20,324.29,1-Oct-01,30-Oct-01,21843.79
7761,51512,46,565.56,20,8.76,1-Oct-01,26-Oct-01,576.8
7762,22343,47,1835.12,20,14.82,1-Oct-01,24-Oct-01,1840.3
7763,51512,48,4688.8,20,202.82,1-Oct-01,8-Oct-01,4505.98
7764,22343,49,7252.65,20,109.66,1-Oct-01,1-Oct-01,7162.99
7765,73735,50,667.98,20,10.23,1-Oct-01,6-Oct-01,677.75
7766,51512,52,2938.86,20,16.83,1-Oct-01,3-Nov-01,2942.03
7767,51512,2,81163.66,20,2499.04,1-Nov-01,17-Nov-01,78684.62
7768,29387,3,10967.57,20,464.86,1-Nov-01,6-Dec-01,10522.71
7769,89097,4,1527.24,20,3.73,1-Nov-01,15-Nov-01,1543.51
7770,15293,5,430.08,20,14.86,1-Nov-01,21-Nov-01,435.22
7771,87295,6,4438.16,20,43.79,1-Nov-01,22-Nov-01,4414.37
7772,51512,8,27618.84,20,897.04,1-Nov-01,11-Nov-01,26741.8
7773,73735,9,3797.72,20,106.78,1-Nov-01,14-Nov-01,3710.94
7774,88873,10,5002.87,20,34.92,1-Nov-01,5-Dec-01,4987.95
8628,87295,9,11428.9,20,400.06,1-Nov-02,15-Nov-02,11048.84
8629,29387,16,37326.45,20,492.44,1-Nov-02,3-Nov-02,36854.01
8630,51512,21,2292.96,20,36.41,1-Nov-02,9-Nov-02,2276.55
8631,73735,30,2230.16,20,83.09,1-Nov-02,18-Nov-02,2167.07
8632,73735,32,1832.04,20,3.8,1-Nov-02,12-Nov-02,1848.24
8633,51512,37,4898.87,20,40.78,1-Nov-02,2-Nov-02,4878.09
8634,22343,38,2182.64,20,51.6,1-Nov-02,1-Nov-02,2151.04
8635,22343,39,3144.96,20,13.34,1-Nov-02,4-Nov-02,3151.62
8636,73735,40,3655,20,49.15,1-Nov-02,12-Nov-02,3625.85
8637,88873,44,17193.73,20,845.54,1-Nov-02,6-Nov-02,16368.19
8638,22343,46,412.83,20,5.44,1-Nov-02,18-Nov-02,427.39
8639,51512,47,4294.16,20,110.75,1-Nov-02,4-Nov-02,4203.41
8640,89097,53,2923.54,20,56.73,1-Nov-02,18-Nov-02,2886.81
8641,29387,54,442.61,20,2.82,1-Nov-02,13-Nov-02,459.79
8642,88873,55,17892.49,20,325.16,1-Nov-02,3-Nov-02,17587.33
8643,73735,56,5156.88,20,232.63,1-Nov-02,15-Nov-02,4944.25
8644,22343,58,8789.8,20,166.19,1-Nov-02,13-Nov-02,8643.61
8645,51512,59,4498.11,20,162.58,1-Nov-02,17-Nov-02,4355.53
8646,29387,60,4901.4,20,55.18,1-Nov-02,4-Nov-02,4866.22
8647,73735,2,112377.1,20,5345.18,1-Dec-02,11-Dec-02,107051.92
8648,22343,3,13054.6,20,33.54,1-Dec-02,11-Dec-02,13041.06
8649,73735,4,7870.83,20,89.11,1-Dec-02,11-Dec-02,7801.72
8650,29387,9,20373.55,20,373.9,1-Dec-02,19-Dec-02,20019.65
8651,87295,16,59634.13,20,2932.68,1-Dec-02,4-Dec-02,56721.45
8652,73735,21,3606.81,20,43.65,1-Dec-02,6-Dec-02,3583.16
8653,51512,30,3764.3,20,30.19,1-Dec-02,7-Dec-02,3754.11
8654,89097,32,2920.5,20,99.11,1-Dec-02,12-Dec-02,2841.39
8655,87295,37,7087.71,20,16.91,1-Dec-02,19-Dec-02,7090.8
8656,51512,38,4577.82,20,76.29,1-Dec-02,10-Dec-02,4521.53
8657,88873,39,4598.88,20,48.92,1-Dec-02,18-Dec-02,4569.96
8658,87295,40,6666.04,20,28.73,1-Dec-02,18-Dec-02,6657.31
8659,22343,44,27717.36,20,850.81,1-Dec-02,6-Dec-02,26886.55
8660,73735,46,938.7,20,20.81,1-Dec-02,15-Dec-02,937.89
8661,87295,47,6981.7,20,87.5,1-Dec-02,20-Dec-02,6914.2
8662,22343,53,4756.33,20,116.44,1-Dec-02,1-Dec-02,4659.89
8663,15293,54,1507.65,20,71.04,1-Dec-02,5-Dec-02,1456.61
8664,88873,55,27143.62,20,488.33,1-Dec-02,16-Dec-02,26675.29
8665,73735,56,8945.28,20,35.66,1-Dec-02,14-Dec-02,8929.62
8666,73735,58,15066.48,20,339.14,1-Dec-02,14-Dec-02,14747.34
8667,29387,59,8102.64,20,179.34,1-Dec-02,14-Dec-02,7943.3
8668,51512,60,6639.2,20,277.35,1-Dec-02,13-Dec-02,6381.85
8669,73735,2,134173.58,20,5025.68,1-Jan-03,4-Jan-03,129167.9
8670,22343,3,16916.27,20,522.96,1-Jan-03,2-Jan-03,16413.31
8671,73735,4,10854.06,20,198.05,1-Jan-03,13-Jan-03,10676.01
8672,29387,6,1074.78,20,26.26,1-Jan-03,15-Jan-03,1068.52
8673,22343,9,25795.3,20,1053.6,1-Jan-03,17-Jan-03,24761.7
8674,87295,16,69935.04,20,1710.28,1-Jan-03,8-Jan-03,68244.76
8675,87295,21,4398.69,20,152.02,1-Jan-03,9-Jan-03,4266.67
8676,88873,30,4140.7,20,165.63,1-Jan-03,9-Jan-03,3995.07
8677,87295,32,5462.2,20,248.28,1-Jan-03,3-Jan-03,5233.92
8678,51512,33,3984.3,20,48.53,1-Jan-03,19-Jan-03,3955.77
8679,87295,37,10154.65,20,252.74,1-Jan-03,9-Jan-03,9921.91
8680,88873,38,5130.47,20,248.06,1-Jan-03,11-Jan-03,4902.41
8681,87295,39,8759.98,20,283.26,1-Jan-03,1-Jan-03,8496.72
8682,51512,40,11105.05,20,236.76,1-Jan-03,17-Jan-03,10888.29
8683,73735,44,30614.86,20,983.54,1-Jan-03,9-Jan-03,29651.32
8684,88873,46,2197.11,20,70.33,1-Jan-03,1-Jan-03,2146.78
8685,73735,47,8398,20,221.2,1-Jan-03,7-Jan-03,8196.8
8686,29387,53,8359.46,20,389.03,1-Jan-03,17-Jan-03,7990.43
8687,29387,54,1205.4,20,34.37,1-Jan-03,7-Jan-03,1191.03
8688,89097,55,36512.06,20,1137.99,1-Jan-03,9-Jan-03,35394.07
8689,22343,56,10987.08,20,498.11,1-Jan-03,3-Jan-03,10508.97
8690,87295,58,29288.18,20,615.66,1-Jan-03,11-Jan-03,28692.52
8691,73735,59,11954.14,20,551,1-Jan-03,20-Jan-03,11423.14
8692,88873,60,7490.56,20,157.56,1-Jan-03,16-Jan-03,7353
8693,87295,2,135419.25,20,3853.8,1-Feb-03,3-Feb-03,131585.45
8694,73735,3,16574.99,20,696.69,1-Feb-03,2-Feb-03,15898.3
8695,73735,4,6386.38,20,176.44,1-Feb-03,17-Feb-03,6229.94
8696,51512,6,2644.04,20,33.71,1-Feb-03,11-Feb-03,2630.33
8697,15293,9,24846.59,20,821.08,1-Feb-03,15-Feb-03,24045.51
8698,73735,16,70209.4,20,882.26,1-Feb-03,4-Feb-03,69347.14
8699,88873,21,4157.46,20,49.93,1-Feb-03,12-Feb-03,4127.53
8700,22343,30,4175.99,20,103.64,1-Feb-03,3-Feb-03,4092.35
8701,15293,32,5569.3,20,22.5,1-Feb-03,10-Feb-03,5566.8
8702,88873,33,8987.16,20,155.24,1-Feb-03,7-Feb-03,8851.92
8703,87295,34,9429.6,20,383.52,1-Feb-03,16-Feb-03,9066.08
8704,88873,37,9564.16,20,311.3,1-Feb-03,15-Feb-03,9272.86
8705,51512,38,5125.35,20,151.32,1-Feb-03,9-Feb-03,4994.03
8706,22343,39,8879.77,20,386.66,1-Feb-03,16-Feb-03,8513.11
8707,29387,40,12037.3,20,388.66,1-Feb-03,20-Feb-03,11668.64
8708,88873,44,32995.04,20,738.19,1-Feb-03,2-Feb-03,32276.85
8709,29387,46,2349.82,20,67.86,1-Feb-03,20-Feb-03,2301.96
8710,29387,47,7893,20,265.94,1-Feb-03,7-Feb-03,7647.06
8711,89097,53,8634,20,193.19,1-Feb-03,14-Feb-03,8460.81
8712,51512,54,1442.1,20,37.34,1-Feb-03,19-Feb-03,1424.76
8713,88873,55,38152.32,20,76.39,1-Feb-03,13-Feb-03,38095.93
8714,89097,56,9902.44,20,60.08,1-Feb-03,9-Feb-03,9862.36
8715,22343,58,28197.25,20,1234.21,1-Feb-03,2-Feb-03,26983.04
8716,22343,59,11496.8,20,542.88,1-Feb-03,13-Feb-03,10973.92
8717,22343,60,4980.96,20,204.38,1-Feb-03,3-Feb-03,4796.58
8718,51512,2,129407.49,20,5857.09,1-Mar-03,6-Mar-03,123570.4
8719,29387,3,14230.26,20,402.18,1-Mar-03,18-Mar-03,13848.08
8720,29387,4,7622.4,20,311.91,1-Mar-03,11-Mar-03,7330.49
8721,73735,6,2738.22,20,75.26,1-Mar-03,16-Mar-03,2682.96
8722,51512,9,21125.4,20,331.28,1-Mar-03,12-Mar-03,20814.12
8723,88873,16,64702.8,20,108.42,1-Mar-03,12-Mar-03,64614.38
8724,88873,21,3936.35,20,108.32,1-Mar-03,9-Mar-03,3848.03
8725,73735,30,3602,20,73.01,1-Mar-03,8-Mar-03,3548.99
8726,87295,32,4244.57,20,55.8,1-Mar-03,15-Mar-03,4208.77
8727,51512,33,14425.02,20,521.17,1-Mar-03,4-Mar-03,13923.85
8728,15293,34,26593.66,20,88.35,1-Mar-03,7-Mar-03,26525.31
8729,51512,37,8481.31,20,400.84,1-Mar-03,11-Mar-03,8100.47
8730,22343,38,4338.76,20,139.31,1-Mar-03,4-Mar-03,4219.45
8731,88873,39,7078.2,20,155.48,1-Mar-03,2-Mar-03,6942.72
8732,51512,40,8479.64,20,273.42,1-Mar-03,6-Mar-03,8226.22
8733,22343,44,32916.42,20,1594.37,1-Mar-03,1-Mar-03,31342.05
8734,89097,46,1658.43,20,35.44,1-Mar-03,1-Mar-03,1642.99
8735,73735,47,6053.4,20,194.87,1-Mar-03,9-Mar-03,5878.53
8736,88873,53,6335.7,20,292.82,1-Mar-03,6-Mar-03,6062.88
8737,15293,54,1676.64,20,45.77,1-Mar-03,3-Mar-03,1650.87
8738,73735,55,33352.28,20,485.07,1-Mar-03,14-Mar-03,32887.21
8739,89097,56,9436.98,20,470.17,1-Mar-03,13-Mar-03,8986.81
8740,87295,58,21285.58,20,147,1-Mar-03,5-Mar-03,21158.58
8741,22343,59,10423.68,20,359.18,1-Mar-03,4-Mar-03,10084.5
8742,87295,60,7206.36,20,165.97,1-Mar-03,5-Mar-03,7060.39
8743,22343,2,144341.46,20,1088.06,1-Apr-03,4-Apr-03,143273.4
8744,87295,3,13712.64,20,326.17,1-Apr-03,13-Apr-03,13406.47
8745,22343,4,11723.85,20,417.31,1-Apr-03,1-Apr-03,11326.54
8746,15293,6,2841.58,20,123.98,1-Apr-03,1-Apr-03,2737.6
8747,22343,8,11663.76,20,51.4,1-Apr-03,15-Apr-03,11632.36
8748,73735,9,22662.2,20,658.12,1-Apr-03,7-Apr-03,22024.08
8749,89097,16,60895.62,20,1334.74,1-Apr-03,4-Apr-03,59580.88
8750,88873,21,4240.28,20,166.94,1-Apr-03,14-Apr-03,4093.34
8751,51512,30,3068.83,20,129.22,1-Apr-03,18-Apr-03,2959.61
8752,51512,32,4145.52,20,157.06,1-Apr-03,12-Apr-03,4008.46
8753,51512,33,22466.7,20,1073.43,1-Apr-03,15-Apr-03,21413.27
8754,51512,34,26715.2,20,841.26,1-Apr-03,17-Apr-03,25893.94
8755,73735,37,10413.04,20,31.99,1-Apr-03,2-Apr-03,10401.05
8756,29387,38,4022.48,20,111.87,1-Apr-03,2-Apr-03,3930.61
8757,87295,39,6689.78,20,245.16,1-Apr-03,20-Apr-03,6464.62
8758,29387,40,9232.21,20,132.93,1-Apr-03,13-Apr-03,9119.28
8759,51512,44,30766.12,20,890.93,1-Apr-03,13-Apr-03,29895.19
8760,88873,46,1565.74,20,42.49,1-Apr-03,5-Apr-03,1543.25
8761,29387,47,5344.48,20,211.54,1-Apr-03,9-Apr-03,5152.94
8762,89097,53,6455.92,20,242.93,1-Apr-03,1-Apr-03,6232.99
8763,73735,54,938.4,20,21.58,1-Apr-03,17-Apr-03,936.82
8764,29387,55,35667.57,20,61.32,1-Apr-03,9-Apr-03,35626.25
8765,22343,56,10419.48,20,456.6,1-Apr-03,5-Apr-03,9982.88
8766,88873,58,22029.84,20,524.5,1-Apr-03,15-Apr-03,21525.34
8767,88873,59,8776.56,20,130.26,1-Apr-03,4-Apr-03,8666.3
8768,89097,60,9368.46,20,39.35,1-Apr-03,20-Apr-03,9349.11
8769,51512,2,120149.52,20,3280.3,1-May-03,2-May-03,116889.22
8770,51512,3,16507.42,20,454.74,1-May-03,7-May-03,16072.68
8771,73735,4,9859.98,20,336.51,1-May-03,8-May-03,9543.47
8772,15293,6,1508.44,20,41.77,1-May-03,14-May-03,1486.67
8773,73735,8,19613.01,20,355.21,1-May-03,18-May-03,19277.8
8774,89097,9,21034,20,687.71,1-May-03,5-May-03,20366.29
8775,73735,16,78638.62,20,3443.12,1-May-03,18-May-03,75215.5
8776,89097,21,4113.67,20,169.03,1-May-03,1-May-03,3964.64
8777,88873,30,4317.82,20,187.98,1-May-03,19-May-03,4149.84
8778,22343,32,4068.68,20,117.3,1-May-03,1-May-03,3971.38
8779,87295,33,33261.18,20,198.03,1-May-03,17-May-03,33083.15
8780,73735,34,37545.08,20,1454.4,1-May-03,18-May-03,36110.68
8781,89097,37,8606.29,20,312.07,1-May-03,9-May-03,8314.22
8782,73735,38,3629.9,20,87.19,1-May-03,20-May-03,3562.71
8783,73735,39,6041.5,20,36.17,1-May-03,12-May-03,6025.33
8784,87295,40,8163.55,20,259.99,1-May-03,2-May-03,7923.56
8785,89097,44,18291.6,20,395.16,1-May-03,5-May-03,17916.44
8786,89097,46,2217.25,20,56.32,1-May-03,20-May-03,2180.93
8787,88873,47,8095.62,20,34.66,1-May-03,5-May-03,8080.96
8788,73735,53,5894.01,20,31.35,1-May-03,16-May-03,5882.66
8789,73735,55,29937.59,20,1061.96,1-May-03,10-May-03,28895.63
8790,87295,56,11018.87,20,44.36,1-May-03,19-May-03,10994.51
