MANUFACTURERID,TRANSACTIONDATE,EMPLOYEE,AMOUNT,DESCRIPTION,REFERENCE
48,11-Feb-00,22343,-1572.99,Automatic payment of bills,7261
49,14-Nov-01,15293,7584.27,Automatic EOQ Inventory purchase,7789
49,15-Jul-01,87295,7682.75,Automatic EOQ Inventory purchase,7689
49,3-Aug-01,29387,-7682.75,Automatic payment of bills,7689
49,23-Aug-01,88873,7645.71,Automatic EOQ Inventory purchase,7714
49,22-Sep-01,22343,-7645.71,Automatic payment of bills,7714
49,27-Sep-01,88873,8968.75,Automatic EOQ Inventory purchase,7739
49,1-Oct-01,22343,7162.99,Automatic EOQ Inventory purchase,7764
49,30-Oct-01,22343,-8968.75,Automatic payment of bills,7739
49,20-Jun-01,88873,-6524.78,Automatic payment of bills,7639
49,28-Mar-01,15293,8200.4,Automatic EOQ Inventory purchase,7589
49,6-Dec-01,51512,8259,Automatic EOQ Inventory purchase,7814
49,26-Oct-01,73735,-7162.99,Automatic payment of bills,7764
49,18-Jun-01,87295,-7663.09,Automatic payment of bills,7664
49,1-Jun-01,29387,7663.09,Automatic EOQ Inventory purchase,7664
49,28-May-01,73735,6524.78,Automatic EOQ Inventory purchase,7639
49,9-May-01,22343,-4853.66,Automatic payment of bills,7614
49,31-Jan-01,51512,7950.32,Automatic EOQ Inventory purchase,7539
49,10-Apr-01,89097,4853.66,Automatic EOQ Inventory purchase,7614
49,15-Dec-01,29387,-7584.27,Automatic payment of bills,7789
49,2-Mar-01,89097,-7950.32,Automatic payment of bills,7539
49,25-Feb-01,73735,-9389.07,Automatic payment of bills,7564
49,6-Feb-01,73735,9389.07,Automatic EOQ Inventory purchase,7564
49,11-Nov-02,15293,-2595.42,Automatic payment of bills,8064
49,29-Apr-01,51512,-8200.4,Automatic payment of bills,7589
49,9-Jul-02,88873,8678.23,Automatic EOQ Inventory purchase,7964
49,26-Dec-02,89097,-4851.45,Automatic payment of bills,8089
49,31-Jan-01,73735,5966.45,Automatic refund for overpayment,7514
49,16-Nov-02,73735,-4968.11,Automatic payment of bills,8039
49,12-Jan-03,51512,-4412.65,Automatic payment of bills,8114
49,12-Oct-02,29387,2595.42,Automatic EOQ Inventory purchase,8064
49,3-Oct-02,51512,4968.11,Automatic EOQ Inventory purchase,8039
49,26-Aug-02,15293,-3916.39,Automatic payment of bills,8014
49,22-Aug-02,73735,-8050.34,Automatic payment of bills,7989
49,10-Aug-02,29387,-8678.23,Automatic payment of bills,7964
49,7-Dec-02,87295,4412.65,Automatic EOQ Inventory purchase,8114
49,5-Aug-02,88873,8050.34,Automatic EOQ Inventory purchase,7989
49,29-Dec-01,29387,-8259,Automatic payment of bills,7814
49,4-Jun-02,22343,-9417.54,Automatic payment of bills,7939
49,12-May-02,22343,-5921.35,Automatic payment of bills,7889
49,4-May-02,22343,9417.54,Automatic EOQ Inventory purchase,7939
49,4-May-02,29387,-8647.97,Automatic payment of bills,7914
49,12-Apr-02,22343,-7735.41,Automatic payment of bills,7864
49,8-Apr-02,87295,8647.97,Automatic EOQ Inventory purchase,7914
49,8-Apr-02,15293,5921.35,Automatic EOQ Inventory purchase,7889
49,2-Mar-02,15293,7735.41,Automatic EOQ Inventory purchase,7864
49,18-Feb-02,22343,-7100.42,Automatic payment of bills,7839
49,19-Jan-02,15293,7100.42,Automatic EOQ Inventory purchase,7839
49,6-Aug-02,88873,3916.39,Automatic EOQ Inventory purchase,8014
49,20-Jul-99,89097,17715.2,Automatic EOQ Inventory purchase,1261
49,13-Jan-00,87295,-15419.97,Automatic payment of bills,1385
49,11-Jan-00,22343,20403.24,Automatic EOQ Inventory purchase,1410
49,17-Dec-99,51512,15419.97,Automatic EOQ Inventory purchase,1385
49,26-Nov-99,73735,-11870.37,Automatic payment of bills,1360
49,4-Nov-99,87295,-8663.5,Automatic payment of bills,1335
49,3-Nov-99,15293,11870.37,Automatic EOQ Inventory purchase,1360
49,10-Oct-99,87295,-11328.32,Automatic payment of bills,1311
49,4-Oct-99,89097,8663.5,Automatic EOQ Inventory purchase,1335
49,6-Sep-99,73735,11328.32,Automatic EOQ Inventory purchase,1311
49,6-Sep-99,22343,-18796.51,Automatic payment of bills,1286
49,17-Jan-00,89097,1696.01,Automatic EOQ Inventory purchase,7262
49,6-Aug-99,51512,18796.51,Automatic EOQ Inventory purchase,1286
49,3-Feb-99,29387,447.46,Automatic EOQ Inventory purchase,1136
49,18-Jul-99,51512,-18756.01,Automatic payment of bills,1236
49,16-Jun-99,87295,18756.01,Automatic EOQ Inventory purchase,1236
49,9-Jun-99,73735,-18050.36,Automatic payment of bills,1211
49,15-May-99,87295,-14969.32,Automatic payment of bills,1186
49,9-May-99,22343,18050.36,Automatic EOQ Inventory purchase,1211
49,18-Apr-99,29387,14969.32,Automatic EOQ Inventory purchase,1186
49,13-Apr-99,88873,-11825.37,Automatic payment of bills,1161
49,12-Mar-99,29387,11825.37,Automatic EOQ Inventory purchase,1161
49,7-Mar-99,15293,-447.46,Automatic payment of bills,1136
49,30-Nov-02,51512,4851.45,Automatic EOQ Inventory purchase,8089
49,17-Aug-99,89097,-17715.2,Automatic payment of bills,1261
49,1-Sep-00,51512,7488.75,Automatic EOQ Inventory purchase,7439
49,3-Jan-01,22343,-5966.45,Automatic payment of bills,7514
49,10-Dec-00,29387,5966.45,Automatic EOQ Inventory purchase,7514
49,7-Nov-00,73735,8240.81,Automatic EOQ Inventory purchase,7489
49,7-Nov-00,73735,-6406.42,Automatic payment of bills,7464
49,3-Oct-00,51512,6406.42,Automatic EOQ Inventory purchase,7464
49,11-Feb-00,73735,15419.97,Automatic refund for overpayment,1385
49,21-Sep-00,87295,-4362.37,Automatic payment of bills,7414
49,13-Dec-00,15293,-8240.81,Automatic payment of bills,7489
49,26-Aug-00,88873,4362.37,Automatic EOQ Inventory purchase,7414
49,2-Aug-00,29387,-7614.58,Automatic payment of bills,7389
49,1-Aug-00,29387,-6264.82,Automatic payment of bills,7364
49,1-Mar-00,89097,14624,Automatic EOQ Inventory purchase,1461
49,12-Feb-00,22343,-20403.24,Automatic payment of bills,1410
49,28-Sep-00,89097,-7488.75,Automatic payment of bills,7439
49,7-Jul-00,88873,7614.58,Automatic EOQ Inventory purchase,7389
49,27-Feb-00,89097,615.04,Automatic EOQ Inventory purchase,7281
49,15-Feb-00,22343,-1696.01,Automatic payment of bills,7262
49,21-Mar-00,22343,-19850.8,Automatic payment of bills,1436
49,30-Mar-00,22343,-14624,Automatic payment of bills,1461
49,31-Mar-00,51512,-615.04,Automatic payment of bills,7281
49,25-May-00,22343,645.16,Automatic EOQ Inventory purchase,7339
49,27-Jun-00,88873,6264.82,Automatic EOQ Inventory purchase,7364
49,2-Jul-00,87295,-645.16,Automatic payment of bills,7339
49,17-Feb-00,22343,19850.8,Automatic EOQ Inventory purchase,1436
50,18-Sep-01,73735,1639.37,Automatic EOQ Inventory purchase,7740
50,9-Aug-01,87295,1096.33,Automatic EOQ Inventory purchase,7715
50,20-Aug-01,88873,-1817.83,Automatic payment of bills,7690
50,7-Sep-01,88873,-1096.33,Automatic payment of bills,7715
50,6-Oct-01,73735,677.75,Automatic EOQ Inventory purchase,7765
50,25-Oct-01,22343,-1639.37,Automatic payment of bills,7740
50,5-Nov-01,89097,-677.75,Automatic payment of bills,7765
50,23-Nov-01,87295,1139.17,Automatic EOQ Inventory purchase,7790
50,6-Jan-02,88873,1394.66,Automatic EOQ Inventory purchase,7815
50,9-Dec-01,51512,-1139.17,Automatic payment of bills,7790
50,24-Jul-01,88873,1817.83,Automatic EOQ Inventory purchase,7690
50,23-Jul-01,87295,-1024.25,Automatic payment of bills,7665
50,23-Jun-01,73735,1024.25,Automatic EOQ Inventory purchase,7665
50,11-Jun-01,89097,-1698.57,Automatic payment of bills,7615
50,7-Jun-01,29387,-1383.4,Automatic payment of bills,7640
50,7-May-01,88873,1698.57,Automatic EOQ Inventory purchase,7615
50,2-May-01,87295,1383.4,Automatic EOQ Inventory purchase,7640
50,18-Apr-01,15293,-405.27,Automatic payment of bills,7590
50,2-Apr-01,88873,-528.68,Automatic payment of bills,7565
50,9-Mar-01,88873,528.68,Automatic EOQ Inventory purchase,7565
50,7-Jan-02,22343,1285.36,Automatic EOQ Inventory purchase,7840
50,12-Feb-01,88873,1298.45,Automatic refund for overpayment,7515
50,10-Aug-02,29387,612.54,Automatic EOQ Inventory purchase,8015
50,18-Feb-01,87295,946.54,Automatic refund for overpayment,7490
50,22-Jul-02,87295,1250.68,Automatic EOQ Inventory purchase,7990
50,27-Feb-01,29387,-666.73,Automatic payment of bills,7540
50,23-Jan-01,51512,666.73,Automatic EOQ Inventory purchase,7540
50,30-Jan-03,15293,-1652.79,Automatic payment of bills,8115
50,1-Jan-03,73735,1652.79,Automatic EOQ Inventory purchase,8115
50,10-Dec-02,29387,-957.31,Automatic payment of bills,8090
50,15-Nov-02,22343,957.31,Automatic EOQ Inventory purchase,8090
50,7-Nov-02,22343,-1273.96,Automatic payment of bills,8065
50,23-Oct-02,51512,-852.46,Automatic payment of bills,8040
50,13-Oct-02,73735,1273.96,Automatic EOQ Inventory purchase,8065
50,3-Oct-02,51512,852.46,Automatic EOQ Inventory purchase,8040
50,21-Jul-02,51512,-1289.68,Automatic payment of bills,7965
50,16-Aug-02,15293,-1250.68,Automatic payment of bills,7990
50,5-Feb-02,15293,963.17,Automatic EOQ Inventory purchase,7865
50,26-Jun-02,88873,-804.11,Automatic payment of bills,7940
50,11-Jun-02,51512,1289.68,Automatic EOQ Inventory purchase,7965
50,5-Jun-02,22343,804.11,Automatic EOQ Inventory purchase,7940
50,11-May-02,88873,-1220.91,Automatic payment of bills,7915
50,8-May-02,15293,-1100.87,Automatic payment of bills,7890
50,26-Apr-02,51512,1220.91,Automatic EOQ Inventory purchase,7915
50,7-Apr-02,88873,1100.87,Automatic EOQ Inventory purchase,7890
50,8-Mar-02,73735,-963.17,Automatic payment of bills,7865
50,10-Feb-02,29387,-1394.66,Automatic payment of bills,7815
50,7-Feb-02,88873,-1285.36,Automatic payment of bills,7840
50,11-Sep-02,88873,-612.54,Automatic payment of bills,8015
50,30-Jun-99,73735,-1249.36,Automatic payment of bills,1237
50,26-Jan-00,51512,1111.49,Automatic refund for overpayment,1386
50,17-Jan-00,29387,975.89,Automatic EOQ Inventory purchase,1411
50,8-Jan-00,22343,-1111.49,Automatic payment of bills,1386
50,20-Dec-99,51512,-1092.58,Automatic payment of bills,1361
50,13-Dec-99,87295,1111.49,Automatic EOQ Inventory purchase,1386
50,19-Nov-99,88873,1092.58,Automatic EOQ Inventory purchase,1361
50,31-Oct-99,87295,-744.81,Automatic payment of bills,1336
50,8-Oct-99,73735,-465.3,Automatic payment of bills,1312
50,7-Oct-99,51512,744.81,Automatic EOQ Inventory purchase,1336
50,6-Sep-99,29387,465.3,Automatic EOQ Inventory purchase,1312
50,27-Jan-00,87295,540.77,Automatic EOQ Inventory purchase,7263
50,1-Aug-99,87295,918.13,Automatic EOQ Inventory purchase,1287
50,9-Aug-99,87295,-1338.06,Automatic payment of bills,1262
50,11-Jun-99,73735,-2330.42,Automatic payment of bills,1212
50,1-Jun-99,29387,1249.36,Automatic EOQ Inventory purchase,1237
50,14-May-99,87295,2330.42,Automatic EOQ Inventory purchase,1212
50,2-May-99,15293,-1515.3,Automatic payment of bills,1187
50,16-Apr-99,88873,-636.42,Automatic payment of bills,1162
50,5-Apr-99,51512,1515.3,Automatic EOQ Inventory purchase,1187
50,22-Mar-99,51512,-168.98,Automatic payment of bills,1137
50,16-Mar-99,15293,636.42,Automatic EOQ Inventory purchase,1162
50,19-Feb-99,29387,168.98,Automatic EOQ Inventory purchase,1137
50,15-Jan-01,15293,-1298.45,Automatic payment of bills,7515
50,18-Mar-01,87295,405.27,Automatic EOQ Inventory purchase,7590
50,6-Sep-99,51512,-918.13,Automatic payment of bills,1287
50,2-Sep-00,29387,-802.75,Automatic payment of bills,7390
50,13-Jan-01,29387,-946.54,Automatic payment of bills,7490
50,10-Jul-99,73735,1338.06,Automatic EOQ Inventory purchase,1262
50,9-Feb-00,73735,1587.5,Automatic EOQ Inventory purchase,1437
50,6-Dec-00,89097,-847.15,Automatic payment of bills,7465
50,3-Dec-00,88873,946.54,Automatic EOQ Inventory purchase,7490
50,7-Nov-00,73735,847.15,Automatic EOQ Inventory purchase,7465
50,10-Sep-00,73735,-1035.3,Automatic payment of bills,7415
50,25-Dec-00,15293,1298.45,Automatic EOQ Inventory purchase,7515
50,1-Sep-00,87295,760.67,Automatic EOQ Inventory purchase,7440
50,6-Aug-00,29387,1035.3,Automatic EOQ Inventory purchase,7415
50,6-Aug-00,51512,-620.23,Automatic payment of bills,7365
50,19-Mar-00,87295,-1587.5,Automatic payment of bills,1437
50,15-Feb-00,29387,-975.89,Automatic payment of bills,1411
50,24-Feb-00,73735,-540.77,Automatic payment of bills,7263
50,2-Oct-00,73735,-760.67,Automatic payment of bills,7440
50,2-Mar-00,22343,394.7,Automatic EOQ Inventory purchase,1462
50,4-Apr-00,22343,-394.7,Automatic payment of bills,1462
50,14-Apr-00,22343,166.05,Automatic EOQ Inventory purchase,7316
50,21-Jul-00,87295,802.75,Automatic EOQ Inventory purchase,7390
50,11-May-00,87295,-166.05,Automatic payment of bills,7316
50,2-Jun-00,89097,850.76,Automatic EOQ Inventory purchase,7340
50,25-Jun-00,73735,620.23,Automatic EOQ Inventory purchase,7365
50,29-Jun-00,87295,-850.76,Automatic payment of bills,7340
52,20-Mar-02,29387,2942.32,Automatic EOQ Inventory purchase,7891
52,5-Apr-02,22343,-2790.68,Automatic payment of bills,7866
52,19-Apr-02,88873,4006.76,Automatic EOQ Inventory purchase,7916
52,2-May-02,29387,-2942.32,Automatic payment of bills,7891
52,11-May-02,73735,3671.34,Automatic EOQ Inventory purchase,7941
52,26-May-02,29387,-4006.76,Automatic payment of bills,7916
52,16-Jul-02,51512,3332.03,Automatic EOQ Inventory purchase,7991
52,15-Aug-02,73735,-3332.03,Automatic payment of bills,7991
52,9-Mar-02,22343,2790.68,Automatic EOQ Inventory purchase,7866
52,30-Jun-02,22343,3436.25,Automatic EOQ Inventory purchase,7966
52,9-Sep-02,15293,2880.72,Automatic EOQ Inventory purchase,8016
52,30-Jul-02,51512,-3436.25,Automatic payment of bills,7966
52,17-Jun-02,51512,-3671.34,Automatic payment of bills,7941
52,5-Mar-02,22343,-2825.73,Automatic payment of bills,7841
52,29-Jan-02,29387,2825.73,Automatic EOQ Inventory purchase,7841
52,17-Jan-02,87295,-2849.69,Automatic payment of bills,7816
52,13-Dec-01,22343,2849.69,Automatic EOQ Inventory purchase,7816
52,12-Dec-01,51512,-3466.67,Automatic payment of bills,7791
52,19-Nov-01,22343,-2942.03,Automatic payment of bills,7766
52,19-Nov-01,22343,-3304.63,Automatic payment of bills,7741
52,12-Nov-01,73735,3466.67,Automatic EOQ Inventory purchase,7791
52,3-Nov-01,51512,2942.03,Automatic EOQ Inventory purchase,7766
52,3-Sep-01,29387,-2977.63,Automatic payment of bills,7716
52,4-Aug-01,22343,2977.63,Automatic EOQ Inventory purchase,7716
52,26-Aug-01,15293,-2999,Automatic payment of bills,7691
52,20-Sep-02,73735,-2880.72,Automatic payment of bills,8016
52,3-Feb-05,73735,2734.84,Automatic EOQ Inventory purchase,9346
52,5-Oct-01,88873,3304.63,Automatic EOQ Inventory purchase,7741
52,4-Jul-04,29387,-966.64,Automatic payment of bills,9123
52,17-Jul-04,15293,1503.38,Automatic EOQ Inventory purchase,9150
52,27-Jul-01,88873,2999,Automatic EOQ Inventory purchase,7691
52,5-Mar-05,89097,-2734.84,Automatic payment of bills,9346
52,2-Feb-05,88873,-2730.05,Automatic payment of bills,9318
52,7-Jan-05,29387,2730.05,Automatic EOQ Inventory purchase,9318
52,16-Dec-04,51512,2288.44,Automatic EOQ Inventory purchase,9290
52,12-Dec-04,15293,-1210.3,Automatic payment of bills,9262
52,17-Nov-04,87295,-1455.75,Automatic payment of bills,9234
52,12-Nov-04,29387,1210.3,Automatic EOQ Inventory purchase,9262
52,19-Oct-04,87295,1455.75,Automatic EOQ Inventory purchase,9234
52,2-Oct-04,87295,-2418.41,Automatic payment of bills,9206
52,18-Sep-04,22343,-1954.02,Automatic payment of bills,9178
52,12-Jan-05,29387,-2288.44,Automatic payment of bills,9290
52,17-Aug-04,88873,-1503.38,Automatic payment of bills,9150
52,24-Sep-02,22343,3177.41,Automatic EOQ Inventory purchase,8041
52,15-Jun-04,87295,-1662.94,Automatic payment of bills,9096
52,5-Jun-04,89097,966.64,Automatic EOQ Inventory purchase,9123
52,13-May-04,22343,1662.94,Automatic EOQ Inventory purchase,9096
52,13-May-04,87295,-993.73,Automatic payment of bills,9069
52,13-Apr-04,22343,993.73,Automatic EOQ Inventory purchase,9069
52,10-Feb-03,88873,-2225.35,Automatic payment of bills,8116
52,7-Jan-03,87295,2225.35,Automatic EOQ Inventory purchase,8116
52,3-Jan-03,87295,-2355.29,Automatic payment of bills,8091
52,8-Dec-02,73735,-1931,Automatic payment of bills,8066
52,7-Dec-02,29387,2355.29,Automatic EOQ Inventory purchase,8091
52,2-Nov-02,89097,1931,Automatic EOQ Inventory purchase,8066
52,27-Oct-02,22343,-3177.41,Automatic payment of bills,8041
52,9-Sep-04,73735,2418.41,Automatic EOQ Inventory purchase,9206
52,10-Sep-99,87295,-7328.73,Automatic payment of bills,1288
52,9-Mar-00,89097,6735.38,Automatic EOQ Inventory purchase,1463
52,18-Feb-00,87295,7301.11,Automatic refund for overpayment,1387
52,17-Feb-00,87295,9333.82,Automatic EOQ Inventory purchase,1438
52,15-Feb-00,87295,-9065.16,Automatic payment of bills,1412
52,19-Jan-00,22343,9065.16,Automatic EOQ Inventory purchase,1412
52,16-Jan-00,87295,-7301.11,Automatic payment of bills,1387
52,17-Dec-99,29387,7301.11,Automatic EOQ Inventory purchase,1387
52,6-Dec-99,73735,-5627.07,Automatic payment of bills,1362
52,8-Nov-99,51512,5627.07,Automatic EOQ Inventory purchase,1362
52,7-Nov-99,15293,-4126.42,Automatic payment of bills,1337
52,12-Oct-99,88873,-4527.8,Automatic payment of bills,1313
52,10-Oct-99,51512,4126.42,Automatic EOQ Inventory purchase,1337
52,15-Mar-00,22343,-9333.82,Automatic payment of bills,1438
52,13-Sep-99,87295,4527.8,Automatic EOQ Inventory purchase,1313
52,16-Jun-99,22343,7916.9,Automatic EOQ Inventory purchase,1238
52,9-Aug-99,89097,7328.73,Automatic EOQ Inventory purchase,1288
52,31-Jul-99,29387,-7816.47,Automatic payment of bills,1263
52,11-Jul-99,51512,-7916.9,Automatic payment of bills,1238
52,6-Jul-99,51512,7816.47,Automatic EOQ Inventory purchase,1263
52,24-Jun-99,87295,-7080.75,Automatic payment of bills,1213
52,20-May-99,29387,7080.75,Automatic EOQ Inventory purchase,1213
52,15-Apr-99,89097,-4468.36,Automatic payment of bills,1163
52,4-Apr-99,73735,5224.4,Automatic EOQ Inventory purchase,1188
52,16-Mar-99,88873,4468.36,Automatic EOQ Inventory purchase,1163
52,12-Mar-99,87295,-318.05,Automatic payment of bills,1138
52,18-Aug-04,15293,1954.02,Automatic EOQ Inventory purchase,9178
52,22-Jul-01,88873,-3131.09,Automatic payment of bills,7666
52,11-Feb-99,29387,318.05,Automatic EOQ Inventory purchase,1138
52,23-Apr-01,51512,2353.39,Automatic EOQ Inventory purchase,7616
52,7-May-99,15293,-5224.4,Automatic payment of bills,1188
52,10-Apr-00,88873,-6735.38,Automatic payment of bills,1463
52,7-Jun-01,89097,-2318.23,Automatic payment of bills,7641
52,24-May-01,88873,-2353.39,Automatic payment of bills,7616
52,8-May-01,88873,2318.23,Automatic EOQ Inventory purchase,7641
52,24-Apr-01,51512,-4948.2,Automatic payment of bills,7591
52,27-Jun-01,88873,3131.09,Automatic EOQ Inventory purchase,7666
52,27-Mar-01,51512,4948.2,Automatic EOQ Inventory purchase,7591
52,24-Mar-01,73735,-6206.26,Automatic payment of bills,7566
52,4-Mar-01,15293,4545.84,Automatic refund for overpayment,7516
52,3-Mar-01,51512,6206.26,Automatic EOQ Inventory purchase,7566
52,9-Feb-01,73735,-5067.31,Automatic payment of bills,7541
52,30-Jan-01,22343,-4545.84,Automatic payment of bills,7516
52,17-Jan-01,87295,5067.31,Automatic EOQ Inventory purchase,7541
52,26-Jul-00,22343,-5361.75,Automatic payment of bills,7366
52,11-Jun-00,88873,-612.62,Automatic payment of bills,7341
52,25-Jun-00,29387,5361.75,Automatic EOQ Inventory purchase,7366
52,29-Dec-00,29387,4545.84,Automatic EOQ Inventory purchase,7516
52,27-May-00,29387,612.62,Automatic EOQ Inventory purchase,7341
52,15-Jul-00,22343,6001.04,Automatic EOQ Inventory purchase,7391
52,22-Aug-00,51512,-6001.04,Automatic payment of bills,7391
52,4-Sep-00,88873,4715.75,Automatic EOQ Inventory purchase,7416
52,20-Sep-00,51512,5379.5,Automatic EOQ Inventory purchase,7441
52,4-Dec-00,29387,-5045.08,Automatic payment of bills,7466
52,21-Sep-00,73735,-4715.75,Automatic payment of bills,7416
52,4-Oct-00,51512,-5379.5,Automatic payment of bills,7441
52,1-Nov-00,73735,5045.08,Automatic EOQ Inventory purchase,7466
52,25-Nov-00,51512,5584.3,Automatic EOQ Inventory purchase,7491
52,17-Dec-00,29387,-5584.3,Automatic payment of bills,7491
53,13-Sep-03,22343,-4904.81,Automatic payment of bills,8863
53,3-Feb-04,87295,-11349.96,Automatic payment of bills,8991
53,1-Oct-03,87295,-6939.79,Automatic payment of bills,8888
53,17-Oct-03,88873,4176.31,Automatic EOQ Inventory purchase,8913
53,17-Nov-03,51512,-4176.31,Automatic payment of bills,8913
53,2-Jan-04,29387,11349.96,Automatic EOQ Inventory purchase,8991
53,8-Dec-03,29387,7213.2,Automatic EOQ Inventory purchase,8965
53,7-Jan-04,22343,-7213.2,Automatic payment of bills,8965
53,15-Dec-03,87295,-3877.72,Automatic payment of bills,8939
53,15-Jun-03,15293,-5882.66,Automatic payment of bills,8788
53,17-Nov-03,29387,3877.72,Automatic EOQ Inventory purchase,8939
53,3-Sep-03,51512,6939.79,Automatic EOQ Inventory purchase,8888
53,13-Aug-03,51512,4904.81,Automatic EOQ Inventory purchase,8863
53,4-Aug-03,22343,-5302,Automatic payment of bills,8838
53,7-Apr-03,87295,-6062.88,Automatic payment of bills,8736
53,8-Jul-03,73735,5302,Automatic EOQ Inventory purchase,8838
53,10-Jun-03,51512,7033.84,Automatic EOQ Inventory purchase,8813
53,16-May-03,73735,5882.66,Automatic EOQ Inventory purchase,8788
53,2-May-03,22343,-6232.99,Automatic payment of bills,8762
53,19-Feb-04,87295,6517.08,Automatic EOQ Inventory purchase,9017
53,1-Apr-03,89097,6232.99,Automatic EOQ Inventory purchase,8762
53,12-Mar-03,29387,-8460.81,Automatic payment of bills,8711
53,16-Jul-03,51512,-7033.84,Automatic payment of bills,8813
53,8-Aug-04,88873,5069.07,Automatic EOQ Inventory purchase,9179
53,13-Mar-05,73735,-7345.52,Automatic payment of bills,9347
53,4-Oct-04,29387,-6651.02,Automatic payment of bills,9207
53,6-Mar-03,88873,6062.88,Automatic EOQ Inventory purchase,8736
53,16-Feb-05,87295,7345.52,Automatic EOQ Inventory purchase,9347
53,6-Feb-05,51512,-7468.65,Automatic payment of bills,9319
53,10-Jan-05,51512,7468.65,Automatic EOQ Inventory purchase,9319
53,31-Dec-04,88873,-6154.93,Automatic payment of bills,9291
53,4-Dec-04,29387,-3266.96,Automatic payment of bills,9263
53,1-Dec-04,22343,6154.93,Automatic EOQ Inventory purchase,9291
53,5-Nov-04,88873,3266.96,Automatic EOQ Inventory purchase,9263
53,8-Sep-04,29387,-5069.07,Automatic payment of bills,9179
53,3-Sep-04,51512,6651.02,Automatic EOQ Inventory purchase,9207
53,16-Mar-04,73735,7958.77,Automatic EOQ Inventory purchase,9043
53,29-Jul-04,29387,-4096.13,Automatic payment of bills,9151
53,17-Jul-04,87295,-2667.95,Automatic payment of bills,9124
53,3-Jul-04,88873,4096.13,Automatic EOQ Inventory purchase,9151
53,20-Jun-04,73735,2667.95,Automatic EOQ Inventory purchase,9124
53,2-Jun-04,87295,-4375.56,Automatic payment of bills,9097
53,5-May-04,73735,4375.56,Automatic EOQ Inventory purchase,9097
53,30-Apr-04,51512,-7490.2,Automatic payment of bills,9070
53,15-Apr-04,88873,-7958.77,Automatic payment of bills,9043
53,3-Apr-04,88873,7490.2,Automatic EOQ Inventory purchase,9070
53,21-Mar-04,73735,-6517.08,Automatic payment of bills,9017
53,6-Oct-04,87295,3875.02,Automatic EOQ Inventory purchase,9235
53,10-Jul-01,88873,-4164.99,Automatic payment of bills,8280
53,8-Jan-02,87295,-2081.17,Automatic payment of bills,8397
53,4-Jan-02,15293,2796.29,Automatic EOQ Inventory purchase,8417
53,6-Dec-01,87295,-3169.12,Automatic payment of bills,8377
53,2-Dec-01,87295,2081.17,Automatic EOQ Inventory purchase,8397
53,14-Nov-01,87295,-1723.9,Automatic payment of bills,8358
53,2-Nov-01,89097,3169.12,Automatic EOQ Inventory purchase,8377
53,13-Oct-01,73735,1723.9,Automatic EOQ Inventory purchase,8358
53,10-Oct-01,89097,-3524,Automatic payment of bills,8339
53,7-Sep-01,88873,3524,Automatic EOQ Inventory purchase,8339
53,6-Sep-01,88873,-3328.81,Automatic payment of bills,8319
53,31-Jan-02,73735,-2796.29,Automatic payment of bills,8417
53,2-Aug-01,88873,-3728.51,Automatic payment of bills,8300
53,19-Mar-01,89097,6376.82,Automatic EOQ Inventory purchase,8221
53,5-Jul-01,22343,3728.51,Automatic EOQ Inventory purchase,8300
53,7-Jun-01,89097,4164.99,Automatic EOQ Inventory purchase,8280
53,5-Jun-01,88873,-3330.07,Automatic payment of bills,8260
53,12-May-01,22343,3330.07,Automatic EOQ Inventory purchase,8260
53,8-May-01,22343,-4159.44,Automatic payment of bills,8240
53,17-Apr-01,51512,-6376.82,Automatic payment of bills,8221
53,14-Apr-01,73735,4159.44,Automatic EOQ Inventory purchase,8240
53,8-Mar-01,29387,-533.57,Automatic payment of bills,8201
53,2-Nov-04,51512,-3875.02,Automatic payment of bills,9235
53,14-Feb-03,89097,8460.81,Automatic EOQ Inventory purchase,8711
53,5-Aug-01,73735,3328.81,Automatic EOQ Inventory purchase,8319
53,9-Jan-03,87295,-4659.89,Automatic payment of bills,8662
53,9-Feb-01,51512,533.57,Automatic EOQ Inventory purchase,8201
53,10-Feb-02,73735,2536.96,Automatic EOQ Inventory purchase,8439
53,17-Jan-03,29387,7990.43,Automatic EOQ Inventory purchase,8686
53,11-Feb-03,87295,-7990.43,Automatic payment of bills,8686
53,21-Dec-02,87295,-2886.81,Automatic payment of bills,8640
53,1-Dec-02,22343,4659.89,Automatic EOQ Inventory purchase,8662
53,18-Nov-02,89097,2886.81,Automatic EOQ Inventory purchase,8640
53,1-Nov-02,51512,-3125.03,Automatic payment of bills,8618
53,14-Oct-02,51512,-5441.85,Automatic payment of bills,8596
53,2-Oct-02,73735,3125.03,Automatic EOQ Inventory purchase,8618
53,16-Sep-02,88873,5441.85,Automatic EOQ Inventory purchase,8596
53,15-Sep-02,51512,-5386.55,Automatic payment of bills,8573
53,14-May-02,73735,4340.87,Automatic EOQ Inventory purchase,8505
53,16-Mar-02,87295,3242.33,Automatic EOQ Inventory purchase,8461
53,19-Aug-02,88873,5386.55,Automatic EOQ Inventory purchase,8573
53,19-Apr-02,87295,4153.16,Automatic EOQ Inventory purchase,8483
53,13-Apr-02,89097,-3242.33,Automatic payment of bills,8461
53,22-May-02,87295,-4153.16,Automatic payment of bills,8483
53,13-Jun-02,15293,5680.93,Automatic EOQ Inventory purchase,8528
53,17-Jun-02,22343,-4340.87,Automatic payment of bills,8505
