"CITYID","ZIPCODE","CITY","STATE","AREACODE","POPULATION1990","POPULATION1980","COUNTRY","LATITUDE","LONGITUDE","POPULATIONCDF"
4708,"15228","Mount Lebanon","PA","412",33362,34414,"USA",40.38334,-80.05,0.6923663
4709,"15120","Munhall","PA","412",13158,14535,"USA",40.41667,-79.9,0.6924416
4710,"15146","Municipality of Monroeville","PA","412",29169,30977,"USA",,,0.6926088
4711,"15668","Municipality of Murrysville","PA","412",17240,16036,"USA",,,0.6927075
4712,"18634","Nanticoke","PA","717",12267,13044,"USA",41.2,-76,0.6927778
4713,"18064","Nazareth","PA","610",5713,5443,"USA",40.73333,-75.31667,0.6928105
4714,"","Nether Providence Twp.","PA","610",13229,12730,"USA",,,0.6928864
4715,"15066","New Brighton","PA","412",6854,7364,"USA",,,0.6929256
4716,"16108","New Castle","PA","412",28334,33621,"USA",41,-80.35,0.6930879
4717,"17070","New Cumberland","PA","717",7665,8051,"USA",40.23333,-76.88333,0.6931319
4718,"15068","New Kensington","PA","412",15894,17660,"USA",40.56667,-79.76667,0.6932229
4719,"19401","Norristown","PA","610",30754,34684,"USA",40.11666,-75.35,0.6933991
4720,"15104","North Braddock","PA","412",7036,8711,"USA",,,0.6934394
4721,"15137","North Versailles","PA","412",12302,13294,"USA",40.38334,-79.81667,0.6935099
4722,"18067","Northampton","PA","610",8717,8240,"USA",40.68333,-75.5,0.6935598
4723,"16421","Northwest Harborcreek","PA","814",6662,7485,"USA",42.15,-80,0.693598
4724,"19074","Norwood","PA","610",6162,6647,"USA",39.88334,-75.3,0.6936333
4725,"","O¿Hara","PA","610",9096,,"USA",,,0.6936854
4726,"15139","Oakmont","PA","412",6961,7039,"USA",40.53333,-79.83334,0.6937253
4727,"16301","Oil City","PA","814",11949,13881,"USA",41.43333,-79.7,0.6937937
4728,"18518","Old Forge","PA","717",8834,9304,"USA",41.36666,-75.75,0.6938443
4729,"18447","Olyphant","PA","717",5222,5204,"USA",41.46667,-75.6,0.6938742
4730,"19075","Oreland","PA","610",5695,,"USA",40.11666,-75.18333,0.6939069
4731,"18071","Palmerton","PA","610",5394,5455,"USA",40.8,-75.61667,0.6939378
4732,"17078","Palmyra","PA","717",6910,7228,"USA",40.3,-76.6,0.6939774
4733,"19301","Paoli","PA","610",5603,5277,"USA",40.03333,-75.48333,0.6940095
4734,"","Park Forest Village","PA","610",6703,,"USA",,,0.6940479
4735,"17331","Parkville","PA","717",6014,5009,"USA",39.8,-76.96667,0.6940823
4736,"15235","Penn Hills","PA","717",51430,57632,"USA",40.46667,-79.86667,0.6943769
4737,"","Penn Wynne","PA","610",5807,,"USA",,,0.6944102
4738,"18944","Perkasie","PA","215",7787,5241,"USA",40.36666,-75.3,0.6944548
4739,"19104","Philadelphia","PA","215",1585577,1688210,"USA",39.95,-75.16666,0.7035385
4740,"19460","Phoenixville","PA","610",15066,14165,"USA",40.13334,-75.51667,0.7036248
4742,"18640","Pittston","PA","717",9389,9903,"USA",41.31667,-75.78333,0.7036786
4743,"15236","Pleasant Hills","PA","412",8884,9604,"USA",40.33333,-79.96667,0.7037295
4744,"15239","Plum","PA","412",25609,25309,"USA",40.48333,-79.78333,0.7038763
4745,"18651","Plymouth","PA","717",7134,7605,"USA",41.23333,-75.95,0.7039171
4746,"19462","Plymouth Meeting","PA","215",6241,,"USA",40.1,-75.28333,0.7039528
4747,"19464","Pottstown","PA","610",21831,22729,"USA",40.25,-75.65,0.704078
4748,"17901","Pottsville","PA","717",16603,18195,"USA",40.68333,-76.2,0.704173
4749,"","Progress","PA","610",9654,,"USA",,,0.7042283
4750,"19076","Prospect Park","PA","610",6764,6593,"USA",39.88334,-75.3,0.7042671
4751,"15767","Punxsutawney","PA","814",6782,7479,"USA",40.95,-78.96667,0.7043059
4752,"18951","Quakertown","PA","215",8982,8867,"USA",40.45,-75.35,0.7043574
4753,"19087","Radnor Twp.","PA","610",28705,27676,"USA",,,0.7045219
4754,"19612","Reading","PA","610",78380,78686,"USA",40.33333,-75.93333,0.7049709
4755,"17356","Red Lion","PA","717",6130,5824,"USA",39.9,-76.6,0.705006
4756,"18954","Richboro","PA","215",5332,5141,"USA",40.21667,-75.01667,0.7050366
4757,"19078","Ridley Park","PA","610",7592,7889,"USA",39.88334,-75.33334,0.7050801
4758,"15949","Robinson","PA","814",10830,,"USA",,,0.7051421
4759,"15237","Ross Twp.","PA","412",33482,35102,"USA",,,0.7053339
4760,"15857","Saint Marys","PA","814",5511,6417,"USA",,,0.7053655
4761,"19464","Sanatoga","PA","610",5534,3723,"USA",40.25,-75.6,0.7053972
4762,"18840","Sayre","PA","717",5791,6951,"USA",41.98333,-76.53333,0.7054304
4763,"17972","Schuylkill Haven","PA","717",5610,5977,"USA",40.63334,-76.16666,0.7054625
4764,"15106","Scott Twp.","PA","412",17118,20413,"USA",,,0.7055606
4765,"15683","Scottdale","PA","412",5184,5833,"USA",40.11666,-79.6,0.7055903
4766,"18505","Scranton","PA","717",81805,88117,"USA",41.41667,-75.66666,0.7060589
4767,"17870","Selinsgrove","PA","717",5384,5227,"USA",40.8,-76.86667,0.7060898
4768,"15116","Shaler Twp.","PA","412",30533,33694,"USA",,,0.7062647
4769,"17872","Shamokin","PA","717",9184,10357,"USA",40.78333,-76.56667,0.7063173
4770,"16146","Sharon","PA","412",17533,19057,"USA",41.23333,-80.51667,0.7064178
4771,"19079","Sharon Hill","PA","610",5771,6221,"USA",39.9,-75.26667,0.7064508
4772,"17976","Shenandoah","PA","717",6221,7589,"USA",40.81667,-76.2,0.7064865
4773,"19607","Shillington","PA","610",5062,5601,"USA",40.3,-75.96667,0.7065155
4774,"17404","Shiloh","PA","717",8245,5315,"USA",39.96667,-76.8,0.7065627
4775,"17257","Shippensburg","PA","717",5331,5261,"USA",40.05,-77.51667,0.7065933
4776,"15501","Somerset","PA","814",6454,6474,"USA",40.01667,-79.08334,0.7066302
4777,"18964","Souderton","PA","215",5957,6657,"USA",40.31667,-75.31667,0.7066643
4778,"","South Park Twp.","PA","610",14292,,"USA",,,0.7067462
4779,"17701","South Williamsport","PA","717",6496,6581,"USA",41.23333,-77,0.7067835
4780,"19064","Springfield","PA","717",24160,25326,"USA",39.95,-75.33334,0.7069219
4781,"16804","State College","PA","814",38981,36130,"USA",40.8,-77.86667,0.7071452
4782,"17113","Steelton","PA","717",5152,6484,"USA",40.23333,-76.83334,0.7071747
4783,"15136","Stowe Twp.","PA","412",7681,9202,"USA",,,0.7072187
4784,"18360","Stroudsburg","PA","717",5312,5148,"USA",40.98333,-75.2,0.7072491
4785,"16323","Sugar Creek","PA","717",5532,5954,"USA",,,0.7072808
4786,"17801","Sunbury","PA","717",11591,12292,"USA",40.86666,-76.8,0.7073472
4787,"19081","Swarthmore","PA","610",6157,5950,"USA",39.91667,-75.35,0.7073825
4788,"15218","Swissvale","PA","412",10637,11345,"USA",40.41667,-79.88333,0.7074434
4789,"18704","Swoyersville","PA","717",5630,5795,"USA",41.3,-75.88333,0.7074757
4790,"18252","Tamaqua","PA","717",7943,8843,"USA",40.8,-75.96667,0.7075212
4791,"15084","Tarentum","PA","412",5674,6419,"USA",40.6,-79.76667,0.7075537
4792,"18517","Taylor","PA","717",6941,7246,"USA",41.4,-75.71667,0.7075934
4793,"16354","Titusville","PA","814",6434,6884,"USA",41.63334,-79.68333,0.7076303
4794,"19401","Trooper","PA","610",5137,7370,"USA",40.15,-75.4,0.7076598
4795,"15145","Turtle Creek","PA","412",6556,6959,"USA",40.4,-79.83334,0.7076973
4796,"16686","Tyrone","PA","814",5743,6346,"USA",40.66667,-78.23333,0.7077302
4797,"15401","Uniontown","PA","412",12034,14510,"USA",39.9,-79.73333,0.7077991
4798,"19063","Upper Providence Twp.","PA","610",9727,9477,"USA",,,0.7078549
4799,"15241","Upper Saint Clair","PA","412",19692,19023,"USA",,,0.7079677
4800,"15690","Vandergrift","PA","412",5904,6823,"USA",40.6,-79.56667,0.7080016
4801,"","Village Green-Green Ridge","PA","610",9026,,"USA",,,0.7080532
4802,"16365","Warren","PA","814",11122,12146,"USA",41.85,-79.15,0.7081169
4803,"15301","Washington","PA","412",15864,18363,"USA",40.18333,-80.25,0.7082078
4804,"17268","Waynesboro","PA","717",9578,9726,"USA",39.75,-77.58334,0.7082627
4805,"","Weigelstown","PA","717",8665,5213,"USA",39.98333,-76.81667,0.7083123
4806,"19380","West Chester","PA","610",18041,17435,"USA",39.96667,-75.6,0.7084157
4807,"19380","West Goshen","PA","610",8948,7998,"USA",39.96667,-75.56667,0.7084669
4808,"15122","West Mifflin","PA","412",23644,26322,"USA",40.36666,-79.9,0.7086024
4809,"19401","West Norriton","PA","610",15209,14034,"USA",40.13334,-75.36667,0.7086896
4810,"18643","West Pittston","PA","717",5590,5980,"USA",41.33333,-75.8,0.7087216
4811,"15229","West View","PA","412",7734,7648,"USA",40.51667,-80.03333,0.7087659
4812,"15905","Westmont","PA","814",5789,6113,"USA",40.31667,-78.96667,0.7087991
4813,"15131","White Oak","PA","717",8761,9480,"USA",40.33333,-79.81667,0.7088493
4814,"18052","Whitehall","PA","610",14451,15143,"USA",40.36666,-79.98333,0.708932
4815,"18703","Wilkes-Barre","PA","717",47523,51551,"USA",,,0.7092043
4816,"15145","Wilkins Twp.","PA","412",7487,8472,"USA",,,0.7092472
4817,"15221","Wilkinsburg","PA","412",21080,23669,"USA",40.43333,-79.88333,0.7093679
4818,"17701","Williamsport","PA","717",31933,33401,"USA",41.25,-77,0.7095509
4819,"19090","Willow Grove","PA","610",16325,,"USA",40.15,-75.11667,0.7096444
4820,"17584","WIllow Street","PA","717",5817,,"USA",,,0.7096778
4821,"15025","Wilson","PA","412",7830,7564,"USA",40.68333,-75.23333,0.7097226
4822,"19094","Woodlyn","PA","610",10151,,"USA",39.86666,-75.33334,0.7097808
4823,"19118","Wyndmoor","PA","215",5682,,"USA",,,0.7098133
4824,"19610","Wyomissing","PA","610",7332,6551,"USA",40.33333,-75.98333,0.7098553
4825,"19050","Yeadon","PA","610",11980,11727,"USA",39.93333,-75.25,0.7099239
4826,"17405","York","PA","717",42192,44619,"USA",39.96667,-76.73333,0.7101657
4827,"02806","Barrington","RI","401",15849,16174,"USA",41.75,-71.31667,0.7102565
4828,"02809","Bristol","RI","401",21625,20128,"USA",41.66667,-71.26667,0.7103804
4829,"02830","Burrillville","RI","401",16230,13164,"USA",,,0.7104733
4830,"02863","Central Falls","RI","401",17638,16995,"USA",41.88334,-71.4,0.7105744
4831,"02813","Charlestown","RI","401",6478,4800,"USA",,,0.7106115
4832,"02816","Coventry","RI","401",31083,27065,"USA",,,0.7107896
4833,"02910","Cranston","RI","401",76060,71992,"USA",41.78333,-71.43333,0.7112253
4834,"02864","Cumberland","RI","401",29038,27069,"USA",,,0.7113917
4835,"02864","Cumberland Hill","RI","401",6379,5421,"USA",41.96667,-71.45,0.7114282
4836,"02818","East Greenwich","RI","401",11865,10211,"USA",41.66667,-71.45,0.7114962
4837,"02914","East Providence","RI","401",50380,50980,"USA",41.8,-71.36667,0.7117848
4838,"02822","Exeter","RI","401",5461,4453,"USA",,,0.7118161
4839,"02814","Glocester","RI","401",9227,7550,"USA",,,0.7118689
4840,"02828","Greenville","RI","401",8303,7576,"USA",41.86666,-71.55,0.7119165
4841,"02833","Hopkinton","RI","401",6873,6406,"USA",,,0.7119559
4842,"02919","Johnston","RI","401",26542,24907,"USA",,,0.712108
4844,"02865","Lincoln","RI","401",18045,16949,"USA",,,0.7122113
4845,"02840","Middletown","RI","401",19460,17216,"USA",,,0.7123228
4846,"02882","Narragansett","RI","401",15004,12088,"USA",,,0.7124088
4847,"02840","Newport","RI","401",28227,29259,"USA",41.48333,-71.31667,0.7125705
4848,"02843","Newport East","RI","401",11080,11030,"USA",41.51667,-71.28333,0.712634
4849,"02852","North Kingstown","RI","401",23786,21938,"USA",,,0.7127702
4850,"02908","North Providence","RI","401",32090,29188,"USA",41.86666,-71.46667,0.712954
4851,"02876","North Smithfield","RI","401",10497,9972,"USA",,,0.7130142
4852,"02859","Pascoag","RI","401",5011,3807,"USA",41.95,-71.7,0.7130429
4853,"02860","Pawtucket","RI","401",72644,71204,"USA",41.88334,-71.38333,0.7134591
4854,"02871","Portsmouth","RI","401",16857,14257,"USA",,,0.7135557
4856,"","Richmond","RI","401",5351,4018,"USA",,,0.7135863
4857,"02857","Scituate","RI","401",9796,8405,"USA",,,0.7136424
4858,"02917","Smithfield","RI","401",19163,16886,"USA",,,0.7137522
4859,"02879","South Kingstown","RI","401",24631,20414,"USA",,,0.7138934
4860,"02878","Tiverton","RI","401",14312,13526,"USA",41.65,-71.2,0.7139753
4862,"02864","Valley Falls","RI","401",11175,10892,"USA",41.91667,-71.4,0.7140393
4863,"02880","Wakefield-Peacedale","RI","401",7134,6474,"USA",,,0.7140802
4864,"02885","Warren","RI","401",11385,10640,"USA",,,0.7141454
4865,"02887","Warwick","RI","401",85427,87123,"USA",41.7,-71.46667,0.7146348
4866,"02893","West Warwick ","RI","401",29268,27026,"USA",41.71667,-71.53333,0.7148025
4867,"02891","Westerly","RI","401",21605,18580,"USA",41.36666,-71.83334,0.7149263
4868,"02891","Westerly Center","RI","401",16477,14093,"USA",,,0.7150207
4869,"02895","Woonsocket","RI","401",43877,45914,"USA",42,-71.51667,0.7152721
4870,"29620","Abbeville","SC","803",5778,5833,"USA",34.18333,-82.38333,0.7153051
4871,"29801","Aiken","SC","803",20386,14978,"USA",33.56667,-81.71667,0.715422
4872,"29621","Anderson","SC","803",26385,27546,"USA",34.51667,-82.65,0.7155731
4873,"29812","Barnwell","SC","803",5255,5572,"USA",33.25,-81.38333,0.7156032
4874,"29902","Beaufort","SC","803",9576,8634,"USA",32.43333,-80.66666,0.7156581
4875,"29841","Belvedere","SC","803",6133,6859,"USA",33.53333,-81.95,0.7156932
4876,"29512","Bennettsville","SC","803",10095,8774,"USA",34.61666,-79.68333,0.7157511
4877,"29611","Berea","SC","803",13535,13164,"USA",34.88334,-82.46667,0.7158286
4878,"","Brookdale","SC","803",5339,6123,"USA",33.51667,-80.83334,0.7158592
4879,"29902","Burton","SC","803",6917,3619,"USA",32.43333,-80.73333,0.7158988
4880,"29020","Camden","SC","803",6696,7462,"USA",34.26667,-80.6,0.7159371
4881,"29033","Cayce","SC","803",10824,11701,"USA",33.98333,-81.06667,0.7159992
4883,"29520","Cheraw","SC","803",5553,5654,"USA",34.7,-79.88333,0.716031
4884,"29706","Chester","SC","803",7158,6820,"USA",34.71667,-81.2,0.716072
4885,"29631","Clemson","SC","803",11145,8118,"USA",34.68333,-82.83334,0.7161359
4886,"29325","Clinton","SC","803",9603,8596,"USA",34.48333,-81.88333,0.7161909
4887,"29201","Columbia","SC","803",103477,101229,"USA",34,-81.05,0.7167837
4888,"29526","Conway","SC","803",9819,10240,"USA",33.85,-79.05,0.7168399
4889,"29532","Darlington","SC","803",7310,7989,"USA",34.3,-79.86667,0.7168818
4890,"29204","Dentsville","SC","803",11839,13579,"USA",34.06667,-80.96667,0.7169496
4891,"29536","Dillon","SC","803",6829,7060,"USA",34.41667,-79.36667,0.7169887
4892,"29640","Easley","SC","803",15179,14264,"USA",34.83333,-82.6,0.7170757
4893,"29501","Florence","SC","803",29913,29842,"USA",34.2,-79.76667,0.7172471
4894,"29206","Forest Acres","SC","803",7181,6062,"USA",34.03333,-80.98333,0.7172882
4895,"29341","Gaffney","SC","803",13149,13453,"USA",35.08333,-81.65,0.7173635
4896,"29605","Gantt","SC","803",13891,13719,"USA",34.78333,-82.4,0.7174431
4897,"","Garden City","SC","803",6305,,"USA",,,0.7174792
4898,"29440","Georgetown","SC","803",9517,10144,"USA",33.38334,-79.28333,0.7175338
4899,"29445","Goose Creek","SC","803",24692,17811,"USA",32.98333,-80.03333,0.7176753
4900,"29602","Greenville","SC","803",58256,58242,"USA",34.85,-82.4,0.718009
4901,"29646","Greenwood","SC","803",20807,21613,"USA",34.2,-82.16666,0.7181282
4902,"29650","Greer","SC","803",10322,10525,"USA",34.93333,-82.23333,0.7181873
4903,"29410","Hanahan","SC","803",13176,13224,"USA",32.91667,-80,0.7182628
4904,"29550","Hartsville","SC","803",8372,7631,"USA",34.38334,-80.06667,0.7183108
4905,"29928","Hilton Head Island","SC","803",23694,11239,"USA",32.2,-80.75,0.7184465
4906,"29621","Homeland Park","SC","803",6569,6720,"USA",34.46667,-82.65,0.7184842
4907,"29063","Irmo","SC","803",11277,3957,"USA",34.08333,-81.18333,0.7185488
4908,"29456","Ladson","SC","803",13540,13246,"USA",32.98333,-80.1,0.7186263
4909,"29560","Lake City","SC","803",7153,6731,"USA",33.86666,-79.75,0.7186673
4910,"29720","Lancaster","SC","803",8914,9703,"USA",34.71667,-80.76667,0.7187183
4911,"29360","Laurens","SC","803",9694,10587,"USA",34.5,-82.01667,0.7187739
4912,"29571","Marion","SC","803",7658,7700,"USA",34.18333,-79.4,0.7188178
4913,"29662","Mauldin","SC","803",11662,8143,"USA",34.78333,-82.31667,0.7188846
4914,"29461","Moncks Corner","SC","803",5599,4179,"USA",33.2,-80.01667,0.7189167
4915,"29464","Mount Pleasant","SC","803",30108,14464,"USA",32.78333,-79.86667,0.7190892
4916,"29574","Mullins","SC","803",5910,6068,"USA",34.2,-79.25,0.719123
4917,"29577","Myrtle Beach","SC","803",24848,18446,"USA",33.7,-78.88333,0.7192653
4918,"29108","Newberry","SC","803",10543,9866,"USA",34.28333,-81.61667,0.7193258
4919,"29841","North Augusta","SC","803",15684,13593,"USA",33.5,-81.98333,0.7194156
4920,"29410","North Charleston","SC","803",70304,62479,"USA",32.88334,-80,0.7198184
4921,"29582","North Myrtle Beach","SC","803",8731,3960,"USA",33.81667,-78.68333,0.7198684
4922,"29565","Oak Grove","SC","803",7173,7092,"USA",33.98333,-81.15,0.7199095
4923,"29115","Orangeburg","SC","803",13772,14933,"USA",33.5,-80.86667,0.7199884
4924,"","Parker","SC","803",11072,,"USA",,,0.7200518
4925,"29905","Parris Island","SC","803",7172,7752,"USA",32.43333,-80.63333,0.7200929
4926,"","Red Bank","SC","803",5950,,"USA",,,0.720127
4927,"","Red Hill","SC","803",6112,,"USA",,,0.720162
4928,"29730","Rock Hill","SC","803",41610,35327,"USA",34.93333,-81.01667,0.7204004
4929,"29417","Saint Andrews","SC","803",25692,20245,"USA",,,0.7205476
4930,"29609","Sans Souci","SC","803",7612,8393,"USA",34.88334,-82.41666,0.7205912
4931,"29678","Seneca","SC","803",7726,7436,"USA",34.68333,-82.95,0.7206355
4932,"","Seven Oaks","SC","803",15722,16604,"USA",34.05,-81.15,0.7207255
4933,"29681","Simpsonville","SC","803",11744,9037,"USA",34.73333,-82.25,0.7207928
4934,"29577","Socastee","SC","803",10426,1082,"USA",33.66667,-79,0.7208526
4935,"29306","Spartanburg","SC","803",43479,43826,"USA",34.93333,-81.95,0.7211016
4936,"29483","Summerville","SC","803",22519,6492,"USA",33.01667,-80.18333,0.7212306
4937,"29150","Sumter","SC","803",40977,24921,"USA",33.91667,-80.35,0.7214654
4938,"29687","Taylors","SC","803",19619,15801,"USA",34.9,-82.33334,0.7215778
4939,"29379","Union","SC","803",9840,10523,"USA",34.71667,-81.61667,0.7216341
4940,"29607","Wade Hampton","SC","803",20014,20180,"USA",34.88334,-82.33334,0.7217488
4941,"29488","Walterboro","SC","803",5595,6209,"USA",32.91667,-80.66666,0.7217809
4942,"29611","Welcome","SC","803",6560,6922,"USA",34.81667,-82.45,0.7218184
4943,"29169","West Columbia","SC","803",10944,10409,"USA",34,-81.08334,0.7218812
4944,"29206","Woodfield","SC","803",8862,9588,"USA",34.05,-80.93333,0.7219319
4945,"29745","York","SC","803",6709,6412,"USA",35,-81.25,0.7219704
4946,"57401","Aberdeen","SD","605",24995,25851,"USA",45.46667,-98.48333,0.7221135
4947,"57006","Brookings","SD","605",16270,14951,"USA",44.31667,-96.8,0.7222068
4948,"57706","Ellsworth AFB","SD","605",7017,4766,"USA",44.15,-103.0833,0.7222469
4949,"57350","Huron","SD","605",12448,13000,"USA",44.36666,-98.21667,0.7223183
4950,"57042","Madison","SD","605",6257,6210,"USA",44,-97.11667,0.7223541
4951,"57301","Mitchell","SD","605",13798,13916,"USA",43.71667,-98.03333,0.7224331
4952,"57501","Pierre","SD","605",12906,11973,"USA",44.36666,-100.35,0.7225071
5191,"77029","Jacinto City","TX","713",9343,8953,"USA",29.76667,-95.21667,0.7690567
5192,"75766","Jacksonville","TX","214",12765,12264,"USA",31.96667,-95.28333,0.7691298
5193,"75951","Jasper","TX","409",7160,6959,"USA",30.91667,-94,0.7691708
5194,"78729","Jollyville","TX","512",15206,,"USA",,,0.769258
5195,"77449","Katy","TX","713",8004,5660,"USA",29.78333,-95.81667,0.7693038
5196,"75142","Kaufman","TX","214",5251,4658,"USA",32.58333,-96.31667,0.7693339
5197,"76248","Keller","TX","817",13683,4156,"USA",32.93333,-97.25,0.7694123
5198,"79745","Kermit","TX","915",6875,8015,"USA",31.86667,-103.1,0.7694517
5199,"78028","Kerrville","TX","210",17384,15276,"USA",30.05,-99.13333,0.7695513
5200,"75662","Kilgore","TX","903",11066,11331,"USA",32.38334,-94.88333,0.7696146
5201,"76540","Killeen","TX","817",63535,46296,"USA",31.11667,-97.73333,0.7699786
5202,"78363","Kingsville","TX","512",25276,28808,"USA",27.51667,-97.86667,0.7701234
5203,"77325","Kingwood","TX","713",37397,16261,"USA",30.05,-95.21667,0.7703377
5204,"78219","Kirby","TX","210",8326,6435,"USA",29.46667,-98.38333,0.7703854
5205,"77568","La Marque","TX","409",14120,15372,"USA",29.38333,-94.96667,0.7704663
5206,"77571","La Porte","TX","713",27910,14062,"USA",29.66667,-95.01667,0.7706262
5207,"78236","Lackland AFB","TX","210",9352,14459,"USA",29.4,-98.6,0.7706798
5208,"77566","Lake Jackson","TX","409",22771,19102,"USA",29.05,-95.45,0.7708102
5209,"79331","Lamesa","TX","806",10809,11790,"USA",32.73333,-101.9667,0.7708721
5210,"76550","Lampasas","TX","512",6382,6165,"USA",31.06667,-98.18333,0.7709087
5211,"75146","Lancaster","TX","214",22117,14807,"USA",32.58333,-96.75,0.7710354
5212,"78041","Laredo","TX","210",122893,91449,"USA",27.5,-99.5,0.7717394
5213,"77573","League City","TX","713",30159,16578,"USA",29.51667,-95.1,0.7719122
5214,"78268","Leon Valley","TX","210",9581,9088,"USA",29.46667,-98.63333,0.7719671
5215,"79336","Levelland","TX","806",13986,13809,"USA",33.58333,-102.3833,0.7720472
5216,"75067","Lewisville","TX","214",46521,24273,"USA",33.05,-97,0.7723138
5217,"77575","Liberty","TX","713",7690,7945,"USA",30.05,-94.8,0.7723578
5218,"79339","Littlefield","TX","806",6489,7409,"USA",33.91667,-102.3333,0.772395
5219,"78233","Live Oak","TX","210",10023,8183,"USA",29.55,-98.33334,0.7724524
5220,"77351","Livingston","TX","409",5019,4928,"USA",30.71667,-94.93333,0.7724811
5221,"78644","Lockhart","TX","512",9205,7953,"USA",29.88333,-97.66666,0.7725339
5222,"75606","Longview","TX","903",70311,62762,"USA",32.5,-94.73333,0.7729367
5223,"79408","Lubbock","TX","806",186206,174361,"USA",33.58333,-101.85,0.7740034
5224,"75901","Lufkin","TX","409",30210,28562,"USA",31.35,-94.73333,0.7741765
5225,"77711","Lumberton","TX","409",6640,2480,"USA",30.26667,-94.21667,0.7742146
5226,"76063","Mansfield","TX","817",15615,8102,"USA",32.56667,-97.15,0.774304
5227,"76661","Marlin","TX","817",6386,7099,"USA",31.3,-96.9,0.7743406
5228,"75670","Marshall","TX","903",23682,24921,"USA",32.55,-94.38333,0.7744763
5229,"78368","Mathis","TX","512",5423,5667,"USA",28.1,-97.83334,0.7745073
5230,"78501","McAllen","TX","210",84021,66281,"USA",26.2,-98.23333,0.7749887
5231,"75070","McKinney","TX","214",21283,16256,"USA",33.2,-96.61667,0.7751107
5232,"78570","Mercedes","TX","210",12694,11851,"USA",26.15,-97.91666,0.7751834
5233,"75149","Mesquite","TX","214",101484,67053,"USA",32.76667,-96.6,0.7757648
5234,"76667","Mexia","TX","817",6933,7094,"USA",31.68333,-96.48333,0.7758045
5235,"79701","Midland","TX","915",89343,70525,"USA",32,-102.0833,0.7763163
5236,"76065","Midlothian","TX","214",5040,3219,"USA",32.48333,-97,0.7763452
5237,"76067","Mineral Wells","TX","817",14935,14468,"USA",32.8,-98.11667,0.7764308
5238,"78572","Mission","TX","210",28653,22653,"USA",26.21667,-98.33334,0.7765949
5239,"","Mission Bend","TX","",24945,,"USA",,,0.7767378
5240,"77489","Missouri City","TX","713",36178,24423,"USA",29.61667,-95.53333,0.7769451
5241,"79756","Monahans","TX","915",8101,8397,"USA",31.6,-102.9,0.7769915
5242,"75455","Mount Pleasant","TX","903",12291,11003,"USA",33.15,-94.96667,0.7770619
5243,"75961","Nacogdoches","TX","409",30872,27149,"USA",31.6,-94.65,0.7772388
5244,"77868","Navasota","TX","409",6296,5971,"USA",30.38333,-96.08334,0.7772748
5245,"77627","Nederland","TX","409",16192,16855,"USA",29.98333,-94,0.7773676
5246,"75570","New Boston","TX","214",5057,4628,"USA",33.46667,-94.41666,0.7773966
5247,"78130","New Braunfels","TX","210",27334,22402,"USA",29.7,-98.13333,0.7775532
5248,"76118","North Richland Hills","TX","817",45895,30592,"USA",32.83333,-97.23333,0.7778161
5249,"79761","Odessa","TX","915",89699,90027,"USA",31.86667,-102.3833,0.77833
5250,"77630","Orange","TX","409",19370,23628,"USA",30.1,-93.73333,0.778441
5251,"75801","Palestine","TX","903",18042,15948,"USA",31.76667,-95.63333,0.7785443
5252,"79065","Pampa","TX","806",19959,21396,"USA",35.53333,-100.9667,0.7786587
5253,"75460","Paris","TX","903",24799,25498,"USA",33.66667,-95.55,0.7788007
5254,"77501","Pasadena","TX","713",119604,112560,"USA",29.71667,-95.21667,0.7794859
5255,"77581","Pearland","TX","713",18927,13248,"USA",29.56667,-95.28333,0.7795944
5256,"78061","Pearsall","TX","210",6924,7383,"USA",29.9,-99.1,0.7796341
5257,"78721","Pecan Grove","TX","512",9502,,"USA",,,0.7796885
5258,"79772","Pecos","TX","915",12069,12855,"USA",31.43333,-103.5,0.7797576
5259,"79070","Perryton","TX","806",7619,7991,"USA",36.4,-100.8,0.7798012
5260,"78577","Pharr","TX","210",32921,21381,"USA",26.2,-98.18333,0.7799899
5261,"79072","Plainview","TX","806",21698,22187,"USA",34.18333,-101.7167,0.7801142
5262,"75074","Plano","TX","214",127885,72331,"USA",33.01667,-96.7,0.7808468
5263,"78064","Pleasanton","TX","210",7678,6346,"USA",28.96667,-98.48333,0.7808908
5264,"77640","Port Arthur","TX","409",58551,61251,"USA",29.9,-93.93333,0.7812263
5265,"77979","Port Lavaca","TX","512",10886,10911,"USA",28.61667,-96.63333,0.7812886
5266,"77651","Port Neches","TX","409",12908,13944,"USA",30,-93.96667,0.7813626
5267,"78374","Portland","TX","512",12224,12023,"USA",27.88333,-97.33334,0.7814326
5268,"78580","Raymondville","TX","210",8880,9493,"USA",26.48333,-97.78333,0.7814835
5269,"76028","Rendon","TX","817",7658,,"USA",,,0.7815273
5270,"75080","Richardson","TX","214",74840,72496,"USA",32.95,-96.73333,0.7819561
5271,"76118","Richland Hills","TX","817",7978,7977,"USA",32.81667,-97.23333,0.7820018
5272,"77469","Richmond","TX","713",10042,9692,"USA",29.58333,-95.76667,0.7820593
5273,"78582","Rio Grande City","TX","210",9891,8930,"USA",26.38333,-98.81667,0.782116
5274,"77019","River Oaks","TX","817",6580,6890,"USA",32.76667,-97.4,0.7821537
5275,"76701","Robinson","TX","817",7111,6074,"USA",31.46667,-97.11667,0.7821944
5276,"78380","Robstown","TX","512",12849,12100,"USA",27.78333,-97.66666,0.782268
5277,"76567","Rockdale","TX","512",5235,5611,"USA",30.65,-97,0.782298
